ViewYN,PoolPrivateYN,CloseDate,ClosePrice,Latitude,Longitude,LivingArea,CountyOrParish,AttachedGarageYN,ParkingTotal,YearBuilt,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,FireplaceYN,Stories,NewConstructionYN,GarageSpaces,PostalCode,PropertyAgeAtClose
False,False,2025-03-04,985000.0,37.79116078,-122.19718003,1390.0,Alameda,False,2.0,1915.0,2.0,Oakland,3.0,2025-03-04,2025-02-18,2025-01-31,True,1.0,False,0.0,94619,110.0
False,False,2025-03-21,769000.0,32.58532678,-117.12522698,936.0,San Diego,True,3.0,1952.0,1.0,Imperial Beach,3.0,2025-03-21,2025-02-24,2025-01-29,False,1.0,False,1.0,91932,73.0
False,False,2025-03-11,2075000.0,33.966,-118.406952,1580.0,Los Angeles,False,2.0,1948.0,3.0,Los Angeles,3.0,2025-03-11,2025-03-06,2025-01-24,False,1.0,False,2.0,90045,77.0
False,False,2025-03-17,562500.0,37.95245278,-122.33854483,806.0,Contra Costa,True,1.0,1941.0,1.0,Richmond,2.0,2025-03-17,2025-02-26,2025-01-31,False,1.0,False,1.0,94804,84.0
True,False,2025-03-12,780000.0,37.69832175,-122.12343853,1903.0,Alameda,True,1.0,1951.0,2.0,San Lorenzo,4.0,2025-03-12,2025-02-20,2025-01-31,True,1.0,False,1.0,94580,74.0
True,False,2025-03-12,375000.0,34.253109,-117.280709,1090.0,San Bernardino,False,0.0,1985.0,2.0,Crestline,3.0,2025-03-12,2025-02-18,2025-01-30,True,1.0,False,0.0,92325,40.0
True,False,2025-03-20,450000.0,34.229535,-116.851384,530.0,San Bernardino,False,2.0,1961.0,2.0,Big Bear Lake,1.0,2025-03-20,2025-02-25,2025-01-31,True,2.0,False,2.0,92315,64.0
False,False,2025-03-03,3700000.0,34.220861,-118.223708,4260.0,Los Angeles,False,3.0,1947.0,5.0,La Canada Flintridge,5.0,2025-03-03,2025-02-10,2025-01-26,True,2.0,False,3.0,91011,78.0
True,False,2025-03-28,2400000.0,37.32072118,-121.76423788,2300.0,Santa Clara,False,3.0,2002.0,3.0,San Jose,3.0,2025-03-28,2025-03-02,2025-01-31,True,1.0,False,3.0,95148,23.0
True,False,2025-03-14,2205000.0,37.76454743,-121.91511188,3006.0,Contra Costa,True,2.0,2016.0,5.0,San Ramon,4.0,2025-03-14,2025-02-19,2025-02-12,False,2.0,False,2.0,94582,9.0
True,False,2025-03-21,1490000.0,34.172831,-118.198289,2272.0,Los Angeles,True,2.0,1977.0,3.0,Glendale,4.0,2025-03-21,2025-02-18,2025-01-31,True,1.0,False,2.0,91206,48.0
True,False,2025-03-13,1896200.0,32.79900597,-117.05783313,2959.0,San Diego,True,4.0,1972.0,3.0,San Diego,5.0,2025-03-13,2025-02-05,2025-01-31,True,2.0,False,2.0,92120,53.0
True,False,2025-03-13,2600000.0,37.51805058,-122.34075793,1760.0,San Mateo,True,2.0,1959.0,2.0,San Mateo,4.0,2025-03-13,2025-02-12,2025-01-31,True,1.0,False,2.0,94402,66.0
True,False,2025-03-10,3200000.0,34.124303000000005,-118.852463,4919.0,Los Angeles,True,7.0,2002.0,6.0,Westlake Village,4.0,2025-03-10,2025-02-09,2025-01-31,True,2.0,False,3.0,91361,23.0
True,False,2025-03-18,585000.0,33.714209000000004,-117.152218,1951.0,Riverside,True,3.0,2006.0,2.0,Menifee,3.0,2025-03-18,2025-02-24,2025-01-31,True,1.0,False,3.0,92585,19.0
True,False,2025-03-24,2200000.0,37.76156345,-121.88773057,2962.0,Contra Costa,True,2.0,2004.0,3.0,San Ramon,4.0,2025-03-24,2025-02-22,2025-02-12,True,2.0,False,2.0,94582,21.0
True,False,2025-03-28,1100000.0,33.936983000000005,-117.595022,3420.0,Riverside,True,3.0,2010.0,3.0,Eastvale,5.0,2025-03-28,2025-02-15,2025-01-31,True,2.0,False,3.0,92880,15.0
False,False,2025-03-04,810000.0,37.9934989,-122.03020536,1536.0,Contra Costa,True,2.0,1965.0,2.0,Concord,4.0,2025-03-04,2025-02-14,2025-01-31,True,1.0,False,2.0,94519,60.0
False,False,2025-03-10,2970000.0,37.54621959,-122.26601013,2256.0,San Mateo,True,2.0,1978.0,3.0,Foster City,4.0,2025-03-10,2025-02-06,2025-01-31,False,1.0,False,2.0,94404,47.0
False,False,2025-03-11,1025000.0,33.81377,-118.131526,1458.0,Los Angeles,False,2.0,1950.0,2.0,Long Beach,3.0,2025-03-11,2025-02-10,2025-01-31,True,1.0,False,2.0,90808,75.0
False,False,2025-03-26,748910.0,37.34147588162791,-119.84895933302325,2463.0,San Joaquin,True,2.0,2024.0,3.0,Manteca,4.0,2025-03-26,2025-02-05,2025-01-31,False,2.0,True,2.0,95337,1.0
False,False,2025-03-14,1350000.0,37.65132885,-122.46724083,1710.0,San Mateo,True,2.0,1974.0,3.0,Daly City,4.0,2025-03-14,2025-02-14,2025-01-30,True,2.0,False,2.0,94015,51.0
True,False,2025-03-20,818000.0,33.842602,-118.004621,1188.0,Orange,True,6.0,1958.0,2.0,Buena Park,3.0,2025-03-20,2025-02-10,2025-01-31,True,1.0,False,2.0,90620,67.0
True,True,2025-03-24,799500.0,33.802162,-116.414993,1832.0,Riverside,False,2.0,2019.0,2.0,Rancho Mirage,2.0,2025-03-24,2025-02-07,2025-01-31,False,1.0,False,2.0,92270,6.0
True,False,2025-03-11,1900000.0,34.075715,-118.388037,1948.0,Los Angeles,False,2.0,1929.0,2.0,West Hollywood,3.0,2025-03-11,2025-02-10,2025-01-30,True,1.0,False,2.0,90048,96.0
False,False,2025-03-04,825000.0,34.088557,-117.868308,1681.0,Los Angeles,True,6.0,1960.0,2.0,Covina,3.0,2025-03-04,2025-02-05,2024-11-19,True,1.0,False,2.0,91724,65.0
True,False,2025-03-03,4325000.0,37.8595153,-122.24816423,4034.0,Alameda,True,2.0,1938.0,5.0,Berkeley,5.0,2025-03-03,2025-02-19,2025-02-05,True,2.0,False,2.0,94705,87.0
False,False,2025-03-07,930000.0,38.69675277,-121.23193335,2050.0,Sacramento,True,3.0,1979.0,3.0,Orangevale,3.0,2025-03-07,2025-03-03,2025-01-31,True,1.0,False,3.0,95662,46.0
False,False,2025-03-26,2050000.0,37.76886801,-121.95475801,2998.0,Contra Costa,True,3.0,1983.0,4.0,San Ramon,5.0,2025-03-26,2025-03-05,2025-01-31,True,2.0,False,3.0,94582,42.0
True,False,2025-03-07,920000.0,33.117942,-117.068198,1644.0,San Diego,True,4.0,1967.0,3.0,Escondido,3.0,2025-03-07,2025-02-05,2025-01-30,True,2.0,False,2.0,92025,58.0
True,False,2025-03-06,1023000.0,33.98285,-117.939054,1514.0,Los Angeles,True,2.0,1978.0,2.0,Hacienda Heights,3.0,2025-03-06,2025-02-06,2025-01-27,False,1.0,False,2.0,91745,47.0
False,False,2025-03-05,650000.0,34.064953,-117.765757,944.0,Los Angeles,True,1.0,1941.0,1.0,Pomona,2.0,2025-03-05,2025-02-13,2025-01-31,True,1.0,False,1.0,91768,84.0
True,False,2025-03-04,1390000.0,37.87440564,-122.18133792,1560.0,Contra Costa,True,2.0,1976.0,2.0,Orinda,3.0,2025-03-04,2025-02-11,2025-01-31,True,2.0,False,2.0,94563,49.0
True,False,2025-03-06,1400000.0,32.98481839,-117.08882238,2126.0,San Diego,True,4.0,1978.0,2.0,San Diego,3.0,2025-03-06,2025-02-04,2025-01-30,True,1.0,False,2.0,92129,47.0
True,True,2025-03-04,1317000.0,33.987846000000005,-117.978944,2057.0,Los Angeles,True,3.0,1960.0,3.0,Hacienda Heights,3.0,2025-03-04,2025-02-07,2025-01-30,True,1.0,False,3.0,91745,65.0
True,False,2025-03-21,1570000.0,34.099221,-118.214397,1612.0,Los Angeles,False,2.0,1949.0,2.0,Mount Washington,3.0,2025-03-21,2025-02-15,2024-10-15,True,1.0,False,0.0,90065,76.0
True,False,2025-03-17,1300000.0,34.147646,-117.535004,3650.0,San Bernardino,True,7.0,2003.0,4.0,Rancho Cucamonga,5.0,2025-03-17,2025-02-24,2025-01-28,True,2.0,False,4.0,91739,22.0
False,False,2025-03-05,1275000.0,34.079849,-117.746989,4179.0,Los Angeles,True,6.0,1901.0,4.0,Pomona,5.0,2025-03-05,2025-02-09,2025-01-29,True,2.0,False,2.0,91767,124.0
False,False,2025-03-07,1860000.0,37.97533797,-122.00204167,4256.0,Contra Costa,True,3.0,1991.0,4.0,Concord,5.0,2025-03-07,2025-02-04,2025-01-31,True,2.0,False,3.0,94519,34.0
True,True,2025-03-21,650000.0,33.76285900000001,-116.250701,1763.0,Riverside,True,4.0,2009.0,2.0,Indio,2.0,2025-03-21,2025-02-19,2025-01-31,False,1.0,False,2.0,92203,16.0
False,False,2025-03-27,390000.0,34.598333000000004,-118.125858,804.0,Los Angeles,True,2.0,1957.0,1.0,Palmdale,2.0,2025-03-27,2025-02-25,2025-01-31,False,1.0,False,2.0,93550,68.0
False,False,2025-03-14,2095000.0,37.61490185,-122.43151053,2416.0,San Mateo,True,2.0,1958.0,3.0,San Bruno,4.0,2025-03-14,2025-02-06,2025-01-31,True,1.0,False,2.0,94066,67.0
False,False,2025-03-07,761000.0,37.99027788,-121.71927340000002,2124.0,Contra Costa,True,4.0,2005.0,3.0,Oakley,4.0,2025-03-07,2025-02-04,2025-01-31,True,1.0,False,4.0,94561,20.0
False,False,2025-03-19,1675000.0,32.76436251,-117.08815906,2000.0,San Diego,True,2.0,2024.0,3.0,San Diego,3.0,2025-03-19,2025-02-21,2025-01-31,False,1.0,False,1.0,92115,1.0
False,False,2025-03-21,585000.0,34.518598,-117.260605,2546.0,San Bernardino,True,2.0,1981.0,2.0,Apple Valley,3.0,2025-03-21,2025-02-27,2025-01-31,True,1.0,False,2.0,92307,44.0
False,False,2025-03-11,675000.0,32.71087262,-117.04740683,1200.0,San Diego,True,8.0,2024.0,2.0,San Diego,3.0,2025-03-11,2025-02-04,2025-01-31,True,1.0,False,2.0,92114,1.0
True,True,2025-03-11,1049000.0,32.844042,-116.894249,2244.0,San Diego,True,5.0,1987.0,3.0,Lakeside,3.0,2025-03-11,2025-02-03,2025-01-31,True,2.0,False,2.0,92040,38.0
True,False,2025-03-28,458000.0,34.584627000000005,-118.125598,1205.0,Los Angeles,True,1.0,1955.0,2.0,Palmdale,4.0,2025-03-28,2025-02-06,2025-01-31,False,1.0,False,1.0,93550,70.0
True,False,2025-03-12,1800000.0,34.139082,-118.178173,2280.0,Los Angeles,True,2.0,1948.0,3.0,Pasadena,3.0,2025-03-12,2025-02-19,2025-01-29,True,2.0,False,2.0,91105,77.0
False,False,2025-03-05,920000.0,37.66373751,-122.13801958,1379.0,Alameda,True,2.0,1952.0,2.0,San Lorenzo,3.0,2025-03-05,2025-02-13,2025-01-31,True,1.0,False,2.0,94580,73.0
False,False,2025-03-03,460000.0,33.934883,-117.398817,1152.0,Riverside,False,0.0,1930.0,2.0,Riverside,3.0,2025-03-03,2025-02-04,2025-01-30,False,1.0,False,0.0,92504,95.0
True,False,2025-03-19,670000.0,33.615298,-117.157498,2052.0,Riverside,True,2.0,2018.0,2.0,Murrieta,3.0,2025-03-19,2025-02-17,2025-01-31,False,1.0,False,2.0,92563,7.0
False,False,2025-03-12,780000.0,37.69832175,-122.12343853,1903.0,Alameda,True,1.0,1951.0,2.0,San Lorenzo,4.0,2025-03-12,2025-02-14,2025-01-31,True,1.0,False,1.0,94580,74.0
False,False,2025-03-10,757000.0,33.902307,-118.249904,1937.0,Los Angeles,True,2.0,1950.0,2.0,Compton,3.0,2025-03-10,2025-02-10,2025-01-31,False,1.0,False,2.0,90220,75.0
True,True,2025-03-10,885000.0,34.397171,-119.295595,1142.0,Ventura,False,2.0,1948.0,2.0,Oak View,3.0,2025-03-10,2025-02-01,2025-01-31,False,1.0,False,2.0,93022,77.0
True,False,2025-03-04,2195000.0,34.457569,-119.243307,2180.0,Ventura,False,0.0,1977.0,3.0,Ojai,3.0,2025-03-04,2025-02-10,2025-01-27,True,1.0,False,0.0,93023,48.0
False,True,2025-03-26,980000.0,33.938345,-117.975037,1365.0,Orange,False,2.0,1957.0,2.0,La Habra,3.0,2025-03-26,2025-02-20,2025-01-29,True,1.0,False,2.0,90631,68.0
False,False,2025-03-11,315000.0,33.710324,-117.196449,1119.0,Riverside,True,2.0,1969.0,2.0,Menifee,2.0,2025-03-11,2025-02-07,2025-01-30,False,1.0,False,2.0,92586,56.0
False,False,2025-03-27,1060000.0,34.189714,-118.957979,2171.0,Ventura,False,4.0,1979.0,3.0,Newbury Park,4.0,2025-03-27,2025-03-18,2025-01-30,True,2.0,False,2.0,91320,46.0
True,False,2025-03-04,1240000.0,37.04179049,-122.02775983,1655.0,Santa Cruz,True,2.0,1995.0,3.0,Scotts Valley,4.0,2025-03-04,2025-02-22,2025-01-30,True,1.0,False,2.0,95066,30.0
False,False,2025-03-13,698000.0,33.54506,-117.130338,2289.0,Riverside,True,2.0,2001.0,2.0,Murrieta,3.0,2025-03-13,2025-02-01,2025-01-30,True,1.0,False,2.0,92563,24.0
False,False,2025-03-21,1183000.0,32.77844829,-117.16681222,2883.0,San Diego,False,3.0,1960.0,3.0,San Diego,4.0,2025-03-21,2025-02-18,2025-01-30,True,2.0,False,2.0,92111,65.0
False,False,2025-03-03,1590000.0,37.76607429999999,-122.25311729,2175.0,Alameda,False,1.0,1895.0,2.0,Alameda,4.0,2025-03-03,2025-02-11,2025-01-30,False,2.0,False,0.0,94501,130.0
True,False,2025-03-18,760000.0,33.352777,-117.23661,1395.0,San Diego,True,4.0,1972.0,2.0,Fallbrook,3.0,2025-03-18,2025-02-12,2025-01-30,True,1.0,False,2.0,92028,53.0
False,False,2025-03-10,1450000.0,34.238305,-119.056608,2231.0,Ventura,False,3.0,1998.0,3.0,Camarillo,4.0,2025-03-10,2025-02-18,2025-01-30,True,1.0,False,3.0,93010,27.0
True,False,2025-03-14,801000.0,33.732822,-117.8815,908.0,Orange,False,4.0,1946.0,1.0,Santa Ana,2.0,2025-03-14,2025-02-11,2025-01-30,False,1.0,False,2.0,92707,79.0
True,False,2025-03-05,2530000.0,37.84518815,-122.22589971,3124.0,Alameda,True,4.0,1997.0,3.0,Oakland,4.0,2025-03-05,2025-02-11,2025-01-30,True,2.0,False,2.0,94611,28.0
True,False,2025-03-31,670000.0,33.893044,-117.479302,1533.0,Riverside,True,2.0,1976.0,2.0,Riverside,3.0,2025-03-31,2025-03-14,2025-01-30,True,1.0,False,2.0,92503,49.0
True,False,2025-03-04,585000.0,32.672425,-117.076321,796.0,San Diego,False,5.0,1947.0,1.0,National City,2.0,2025-03-04,2025-02-03,2025-01-30,False,1.0,False,1.0,91950,78.0
True,False,2025-03-20,689000.0,34.168454,-117.422909,2007.0,San Bernardino,True,9.0,1991.0,3.0,Rialto,4.0,2025-03-20,2025-02-11,2025-01-30,True,2.0,False,3.0,92377,34.0
True,False,2025-03-28,1145000.0,32.76061288,-117.01855147,1369.0,San Diego,False,1.0,1913.0,3.0,La Mesa,2.0,2025-03-28,2025-02-10,2025-01-30,True,1.0,False,0.0,91941,112.0
True,False,2025-03-03,1554145.0,37.79951828,-122.19542319,2562.0,Alameda,True,1.0,1941.0,3.0,Oakland,4.0,2025-03-03,2025-02-12,2025-01-30,True,2.0,False,1.0,94602,84.0
True,False,2025-03-28,3675000.0,34.134749,-118.382893,2922.0,Los Angeles,True,4.0,1951.0,3.0,Studio City,3.0,2025-03-28,2025-02-05,2025-01-30,True,1.0,False,2.0,91604,74.0
True,False,2025-03-03,1838000.0,37.35488712,-121.96901161,1320.0,Santa Clara,True,2.0,1952.0,2.0,Santa Clara,4.0,2025-03-03,2025-02-04,2025-01-30,True,1.0,False,2.0,95051,73.0
False,False,2025-03-11,362000.0,39.82369600000001,-121.597522,1550.0,Butte,True,4.0,2024.0,2.0,Magalia,3.0,2025-03-11,2025-02-01,2025-01-30,False,1.0,True,2.0,95954,1.0
True,False,2025-03-11,2455000.0,33.737596999999994,-118.339531,3234.0,Los Angeles,True,5.0,1967.0,3.0,Rancho Palos Verdes,4.0,2025-03-11,2025-02-10,2025-01-30,True,2.0,False,2.0,90275,58.0
True,False,2025-03-11,1965000.0,37.70427306,-121.95028484,2508.0,Alameda,True,3.0,1996.0,3.0,Dublin,4.0,2025-03-11,2025-02-12,2025-01-30,True,2.0,False,3.0,94568-5522,29.0
True,False,2025-03-06,1273000.0,32.746291,-117.13824167,1369.0,San Diego,False,1.0,2012.0,2.0,San Diego,3.0,2025-03-06,2025-02-22,2025-01-30,True,1.0,False,0.0,92104,13.0
True,True,2025-03-24,1707000.0,34.151596000000005,-117.561792,3568.0,San Bernardino,True,4.0,2000.0,3.0,Rancho Cucamonga,4.0,2025-03-24,2025-02-25,2025-01-30,True,2.0,False,4.0,91737,25.0
True,False,2025-03-07,730000.0,34.083818,-117.954202,980.0,Los Angeles,False,2.0,1947.0,1.0,Baldwin Park,1.0,2025-03-07,2025-02-06,2025-01-30,False,1.0,False,0.0,91706,78.0
False,False,2025-03-27,539000.0,33.957232,-117.007805,2127.0,Riverside,True,2.0,2006.0,3.0,Beaumont,2.0,2025-03-27,2025-02-06,2025-01-30,True,1.0,False,2.0,92223,19.0
True,False,2025-03-21,945000.0,35.65371500000001,-120.686079,1840.0,San Luis Obispo,True,2.0,2024.0,2.0,Paso Robles,3.0,2025-03-21,2025-02-19,2025-01-29,True,1.0,False,2.0,93446,1.0
False,False,2025-03-05,755000.0,32.74090661,-117.0690403,780.0,San Diego,True,2.0,1951.0,1.0,San Diego,2.0,2025-03-05,2025-02-06,2025-01-29,False,1.0,False,1.0,92105,74.0
True,False,2025-03-06,2410000.0,37.46356385,-122.23257239,2000.0,San Mateo,True,2.0,1980.0,3.0,Redwood City,4.0,2025-03-06,2025-02-06,2025-01-30,True,1.0,False,2.0,94061,45.0
True,False,2025-03-04,2105000.0,33.461548,-117.666022,2860.0,Orange,True,2.0,2019.0,5.0,Dana Point,4.0,2025-03-04,2025-02-24,2025-01-30,True,1.0,False,2.0,92624,6.0
True,False,2025-03-06,1292500.0,33.161861,-117.325656,1264.0,San Diego,True,2.0,1959.0,3.0,Carlsbad,3.0,2025-03-06,2025-01-30,2025-01-30,False,1.0,False,2.0,92008,66.0
True,False,2025-03-05,1300000.0,37.74631104,-122.14621427,4170.0,Alameda,False,5.0,1976.0,4.0,Oakland,5.0,2025-03-05,2025-02-12,2025-01-30,True,1.0,False,0.0,94605,49.0
False,False,2025-03-27,780000.0,37.80255366,-122.22928716,981.0,Alameda,True,2.0,1922.0,1.0,Oakland,3.0,2025-03-27,2025-03-05,2025-01-30,False,1.0,False,1.0,94602,103.0
True,False,2025-03-27,880000.0,33.903673,-118.117436,1094.0,Los Angeles,False,2.0,1953.0,2.0,Bellflower,3.0,2025-03-27,2025-03-05,2025-01-30,False,1.0,False,2.0,90706,72.0
True,True,2025-03-06,1050000.0,34.270133,-118.540755,1680.0,Los Angeles,True,2.0,1958.0,2.0,Porter Ranch,4.0,2025-03-06,2025-02-06,2025-01-30,True,1.0,False,2.0,91326,67.0
True,False,2025-03-12,3588610.0,33.891539,-118.40869,2477.0,Los Angeles,True,4.0,1951.0,3.0,Manhattan Beach,4.0,2025-03-12,2025-02-08,2025-01-30,True,2.0,False,2.0,90266,74.0
True,False,2025-03-21,1500000.0,37.58552824,-121.96170014,2002.0,Alameda,True,2.0,1982.0,3.0,Fremont,3.0,2025-03-21,2025-02-19,2025-01-30,True,1.0,False,2.0,94536,43.0
True,False,2025-03-28,1075000.0,33.962521,-117.553192,2825.0,Riverside,True,6.0,2005.0,3.0,Eastvale,4.0,2025-03-28,2025-02-18,2025-01-29,True,1.0,False,3.0,91752,20.0
False,False,2025-03-27,575000.0,34.117714,-117.559292,1417.0,San Bernardino,True,2.0,1994.0,3.0,Rancho Cucamonga,3.0,2025-03-27,2025-02-12,2025-01-30,True,2.0,False,2.0,91730,31.0
True,False,2025-03-21,1840000.0,34.102678999999995,-118.26996,1900.0,Los Angeles,True,2.0,1940.0,2.0,Los Angeles,3.0,2025-03-21,2025-02-11,2025-01-30,True,1.0,False,2.0,90039,85.0
False,False,2025-03-03,1650000.0,37.25015751,-121.88968935,1080.0,Santa Clara,True,2.0,1960.0,2.0,San Jose,3.0,2025-03-03,2025-02-10,2025-01-30,False,1.0,False,2.0,95118,65.0
False,False,2025-03-17,895000.0,33.842484000000006,-118.145587,1173.0,Los Angeles,False,2.0,1951.0,1.0,Lakewood,3.0,2025-03-17,2025-02-14,2025-01-29,False,1.0,False,2.0,90712,74.0
False,True,2025-03-24,2230000.0,33.885808000000004,-117.896029,3576.0,Orange,True,3.0,1976.0,3.0,Fullerton,4.0,2025-03-24,2025-02-20,2025-01-28,True,2.0,False,3.0,92831,49.0
False,False,2025-03-14,1549000.0,34.170702,-118.443934,2195.0,Los Angeles,True,5.0,1954.0,3.0,Sherman Oaks,3.0,2025-03-14,2025-03-03,2025-01-30,True,1.0,False,2.0,91401,71.0
True,False,2025-03-10,1635000.0,34.268058,-118.86261,4777.0,Ventura,True,3.0,2000.0,6.0,Moorpark,5.0,2025-03-10,2025-02-07,2025-01-24,True,2.0,False,3.0,93021,25.0
True,False,2025-03-18,849000.0,32.702213,-117.025025,1248.0,San Diego,True,2.0,1969.0,2.0,San Diego,4.0,2025-03-18,2025-02-18,2025-01-28,False,1.0,False,2.0,92114,56.0
True,False,2025-03-06,250000.0,34.25391,-117.324202,740.0,San Bernardino,False,0.0,1935.0,1.0,Cedarpines Park,2.0,2025-03-06,2025-02-03,2025-01-30,False,2.0,False,0.0,92322,90.0
True,True,2025-03-05,5000000.0,33.632175,-117.868779,3588.0,Orange,True,3.0,2000.0,4.0,Newport Beach,5.0,2025-03-05,2025-02-03,2025-01-15,True,2.0,False,3.0,92660,25.0
True,False,2025-03-26,410000.0,33.637051,-117.356866,1058.0,Riverside,False,0.0,1977.0,1.0,Lake Elsinore,2.0,2025-03-26,2025-02-10,2025-01-30,True,1.0,False,0.0,92530,48.0
True,False,2025-03-25,465000.0,37.33595800000001,-120.48896,2352.0,Merced,True,2.0,2005.0,4.0,Merced,5.0,2025-03-25,2025-03-05,2025-01-30,False,2.0,False,2.0,95348,20.0
True,False,2025-03-21,691990.0,34.812395,-118.254575,3196.0,Los Angeles,False,8.0,2009.0,4.0,Lancaster,4.0,2025-03-21,2025-03-01,2025-01-30,True,1.0,False,8.0,93536,16.0
True,False,2025-03-12,850000.0,32.755058,-117.080281,1249.0,San Diego,False,3.0,1944.0,3.0,San Diego,3.0,2025-03-12,2025-02-03,2025-01-30,False,1.0,False,0.0,92115,81.0
False,False,2025-03-17,620000.0,33.910154,-117.482435,1888.0,Riverside,True,2.0,2021.0,3.0,Riverside,4.0,2025-03-17,2025-01-30,2025-01-30,False,2.0,False,2.0,92505,4.0
False,False,2025-03-20,724000.0,33.73253778,-117.07992112,2235.0,Riverside,False,8.0,2007.0,3.0,Winchester,3.0,2025-03-20,2025-03-13,2025-01-30,True,1.0,False,3.0,92596,18.0
False,False,2025-03-26,399990.0,34.690274,-118.150526,936.0,Los Angeles,True,1.0,1954.0,1.0,Lancaster,3.0,2025-03-26,2025-02-05,2025-01-30,False,1.0,False,1.0,93534,71.0
False,True,2025-03-21,1200000.0,33.894241,-117.867321,1872.0,Orange,True,2.0,1963.0,2.0,Placentia,4.0,2025-03-21,2025-02-10,2025-01-30,True,1.0,False,2.0,92870,62.0
True,True,2025-03-17,605000.0,33.841801000000004,-116.460912,2955.0,Riverside,True,3.0,1991.0,3.0,Cathedral City,4.0,2025-03-17,2025-02-06,2025-01-30,True,2.0,False,3.0,92234,34.0
False,False,2025-03-20,840000.0,33.91011,-118.312551,1642.0,Los Angeles,True,2.0,1956.0,2.0,Gardena,4.0,2025-03-20,2025-02-13,2025-01-30,False,1.0,False,2.0,90249,69.0
True,False,2025-03-21,775000.0,34.273819,-118.765676,1227.0,Ventura,True,2.0,1961.0,2.0,Simi Valley,4.0,2025-03-21,2025-02-19,2025-01-30,False,1.0,False,2.0,93065,64.0
True,False,2025-03-06,835000.0,33.452427,-117.087716,2365.0,Riverside,True,2.0,2004.0,3.0,Temecula,3.0,2025-03-06,2025-02-11,2025-01-30,True,2.0,False,2.0,92592,21.0
False,False,2025-03-05,620000.0,33.673617,-117.178139,2211.0,Riverside,True,2.0,2021.0,3.0,Menifee,4.0,2025-03-05,2025-02-03,2025-01-18,True,2.0,False,2.0,92584,4.0
False,False,2025-03-24,565000.0,37.97989913,-121.77028414,1152.0,Contra Costa,True,5.0,1987.0,2.0,Antioch,3.0,2025-03-24,2025-03-13,2025-01-30,True,1.0,False,2.0,94531,38.0
False,False,2025-03-14,940000.0,34.285043,-118.725013,1826.0,Ventura,True,2.0,1973.0,2.0,Simi Valley,4.0,2025-03-14,2025-03-14,2025-01-30,True,1.0,False,2.0,93063,52.0
True,False,2025-03-20,310000.0,39.746632,-122.19171,1130.0,Glenn,False,1.0,1920.0,1.0,Orland,2.0,2025-03-20,2025-02-19,2025-01-29,False,1.0,False,1.0,95963,105.0
False,False,2025-03-25,708500.0,33.791075,-117.502219,1686.0,Riverside,True,4.0,1993.0,2.0,Corona,3.0,2025-03-25,2025-03-07,2025-01-30,True,1.0,False,2.0,92883,32.0
True,False,2025-03-06,410000.0,33.736506,-116.95375,1170.0,Riverside,True,1.0,1954.0,1.0,Hemet,3.0,2025-03-06,2025-02-05,2025-01-30,False,1.0,False,1.0,92544,71.0
True,False,2025-03-19,825000.0,35.088190999999995,-120.563458,1606.0,San Luis Obispo,False,2.0,1960.0,2.0,Arroyo Grande,4.0,2025-03-19,2025-02-25,2025-01-30,True,1.0,False,2.0,93420,65.0
True,True,2025-03-14,1558000.0,33.956705,-117.716526,3489.0,San Bernardino,True,2.0,2006.0,5.0,Chino Hills,5.0,2025-03-14,2025-03-06,2025-01-30,True,2.0,False,2.0,91709,19.0
False,False,2025-03-05,870000.0,33.968008000000005,-117.611409,2562.0,San Bernardino,True,2.0,2016.0,3.0,Chino,4.0,2025-03-05,2025-02-07,2025-01-30,False,2.0,False,2.0,91708,9.0
False,False,2025-03-03,342500.0,39.752781,-121.902327,1190.0,Butte,False,0.0,1952.0,2.0,Chico,2.0,2025-03-03,2025-02-04,2025-01-20,True,1.0,False,0.0,95973,73.0
True,False,2025-03-25,510000.0,34.468686,-117.402554,2709.0,San Bernardino,True,3.0,2019.0,4.0,Victorville,4.0,2025-03-25,2025-02-22,2025-01-29,False,2.0,False,3.0,92392,6.0
True,False,2025-03-10,726000.0,33.913846,-117.937449,1276.0,Orange,False,2.0,1976.0,3.0,La Habra,3.0,2025-03-10,2025-02-07,2025-01-30,False,2.0,False,2.0,90631,49.0
False,True,2025-03-18,1307000.0,34.200534999999995,-118.650836,2312.0,Los Angeles,True,2.0,1964.0,2.0,West Hills,3.0,2025-03-18,2025-02-06,2025-01-30,True,1.0,False,2.0,91307,61.0
True,False,2025-03-10,1150000.0,34.151884,-117.499557,2609.0,San Bernardino,True,3.0,1989.0,3.0,Rancho Cucamonga,4.0,2025-03-10,2025-02-12,2025-01-30,True,2.0,False,3.0,91739,36.0
True,True,2025-03-12,1515000.0,34.148432,-117.845598,2644.0,Los Angeles,True,6.0,1964.0,3.0,Glendora,5.0,2025-03-12,2025-02-07,2025-01-29,True,1.0,False,2.0,91741,61.0
True,False,2025-03-24,845000.0,33.865573,-117.593274,1761.0,Riverside,True,3.0,1988.0,3.0,Corona,4.0,2025-03-24,2025-02-26,2025-01-30,True,2.0,False,3.0,92882,37.0
False,True,2025-03-20,1680000.0,32.61142948,-116.98979899,3964.0,San Diego,True,7.0,2021.0,5.0,Chula Vista,5.0,2025-03-20,2025-02-10,2025-01-30,True,2.0,False,3.0,91913,4.0
