MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
WEH - West Hills,1.0,False,False,ThreeOrMore,False,Southland,2.0,1.5063,65615.0,65615.0,818 Homes,Michael,F210000876,7137.0,7137 Shoup Avenue 16,West Hills,1974.0,False,Abbott,1326.0,34.200472999999995,-118.615207,Southland,3.0,3700.0,2025-05-23,ResidentialLease,Closed,2.0,Townhouse,Los Angeles,2.0,CA,2025-05-21,2025-05-23,91307
PLM - Palmdale,1.0,False,False,One,False,Southland,0.0,0.17,7405.0,7207.0,Keller Williams Realty Antelope Valley,Amada,F150504668,3255.0,3255 E Avenue R 177,Palmdale,1969.0,False,Gonzales,1020.0,34.574801,-118.069562,Southland,2.0,82500.0,2025-05-23,ManufacturedInPark,Closed,0.0,Unknown,Los Angeles,2.0,CA,2025-05-02,2025-05-23,93550
92116 - Normal Heights,1.0,False,False,One,False,SanDiego,0.0,0.1392,6065.0,6065.0,Compass,Joseph,SAND-701034,5052.0,5052 35th Street,San Diego,1950.0,False,Martinez,1644.0,32.77029508,-117.11752126,SanDiego,3.0,1490000.0,2025-05-20,Residential,Closed,3.0,SingleFamilyResidence,San Diego,4.0,CA,2025-04-28,2025-05-20,92116
NR - Northridge,1.0,False,False,One,False,OrangeCounty,2.0,3.9552,172289.0,172289.0,Pacific Sterling Properties,William,OCSISTWIL,18140.0,18140 Andrea Circle S 3,Northridge,1980.0,False,Sisto,1824.0,34.253005,-118.529027,OrangeCounty,3.0,3500.0,2025-05-29,ResidentialLease,Closed,2.0,Condominium,Los Angeles,3.0,CA,2025-05-29,2025-05-29,91325
VIC - Victorville,1.0,False,False,One,False,HighDesert,2.0,0.1701,7411.0,7411.0,Keller Williams High Desert,Elma,HD21910,14974.0,14974 Mateo Prado Way,Victorville,2011.0,False,Montenegro,1472.0,34.522595,-117.38142,HighDesert,2.0,420000.0,2025-05-23,Residential,Closed,4.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-04-30,2025-05-23,92394
SRCAR - Southwest Riverside County,1.0,False,False,Unknown,False,SouthwestRiversideCounty,2.0,19.18,835481.0,835481.0,KW Temecula,Daniel,SWMARCDAN,38280.0,38280 Reed Valley Road,Aguanga,1979.0,False,Marconi,1580.0,33.562895000000005,-116.825812,SouthwestRiversideCounty,2.0,170000.0,2025-05-27,Land,Closed,2.0,Unknown,Riverside,3.0,CA,2025-05-10,2025-05-27,92536
83 - Fullerton,1.0,False,False,One,False,PacificWest,2.0,0.268,11676.0,11676.0,Century 21 Discovery,Beth,PWSPARBET,1712.0,1712 Central Avenue,Fullerton,1955.0,False,Sparks,1417.0,33.87492,-117.897604,PacificWest,2.0,1075000.0,2025-05-12,Residential,Closed,6.0,SingleFamilyResidence,Orange,3.0,CA,2025-04-29,2025-05-12,92831
251 - Jurupa Valley,2.0,False,False,Two,False,CitrusValley,2.0,0.1,4356.0,4356.0,KW VISION,Kyle,CV42886,12150.0,12150 Tributary Way,Jurupa Valley,2018.0,False,Clark,1819.0,33.959803,-117.547123,SouthwestRiversideCounty,3.0,770000.0,2025-05-22,Residential,Closed,4.0,SingleFamilyResidence,Riverside,3.0,CA,2025-04-29,2025-05-22,91752
MN - Mission Viejo North,1.0,False,False,One,False,PacificWest,2.0,0.1162,5060.0,5060.0,Coldwell Banker Platinum Prop.,Ghazal,PSHAHGHA,21102.0,21102 Peppertree Lane,Mission Viejo,1983.0,False,Shahbazi,1224.0,33.656705,-117.648461,OrangeCounty,2.0,1020000.0,2025-05-28,Residential,Closed,4.0,SingleFamilyResidence,Orange,2.0,CA,2025-05-05,2025-05-28,92691
Unknown,1.0,False,False,Unknown,False,SierraNorthValley,2.0,4.8,209088.0,4.8,American Homes and Land,Chari,snchari,0.0,0 Cabernet,Forest Ranch,1979.0,False,Bullock,1580.0,39.90277,-121.654676,SierraNorthValley,2.0,64000.0,2025-05-21,Land,Closed,2.0,Unknown,Butte,3.0,CA,2025-05-07,2025-05-21,95942
688 - Rancho Cucamonga,1.0,False,False,One,False,CitrusValley,2.0,0.1928,8400.0,8400.0,BERKSHIRE HATH HM SVCS CA PROP,Charley,C31721,10681.0,10681 Holly Street,Rancho Cucamonga,1983.0,False,Tabbara,1494.0,34.129077,-117.572154,CitrusValley,2.0,807500.0,2025-05-28,Residential,Closed,7.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-04-29,2025-05-28,91701
NV - East Bluff - Harbor View,1.0,False,False,One,False,Newport,2.0,0.0358,1560.0,1560.0,The Nahin Group,Andrew,u60188,624.0,624 Hilvanar,Newport Beach,1965.0,False,Nahin,1128.0,33.637875,-117.877426,Newport,2.0,7500.0,2025-05-06,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-06,2025-05-06,92660
92040 - Lakeside,1.0,False,False,One,False,PacificSouthwest,2.0,0.54,23522.0,23522.0,Coldwell Banker West,Cathy,243528,12313.0,12313 Winter Gardens Dr,Lakeside,1984.0,False,Gabrielson,1390.0,32.83099662,-116.92755701,SanDiego,2.0,711490.0,2025-05-23,Residential,Closed,5.0,SingleFamilyResidence,San Diego,3.0,CA,2025-05-01,2025-05-23,92040
629 - Glendora,1.0,False,False,One,False,PacificWest,3.0,0.25,10888.0,10888.0,eHomes,Martin,PWGONMAG,914.0,914 Shady Lane,Glendora,1986.0,False,Gonzalez-Espinosa,1638.0,34.116323,-117.844862,CitrusValley,2.0,800000.0,2025-05-13,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-05-02,2025-05-13,91740
Unknown,1.0,False,False,Unknown,False,Mlslistings,2.0,0.2066,9000.0,9000.0,Bayview Residential Brokerage,Susan,BMLS-MLL305574,8079.0,8079 Greenridge Dr,Oakland,1964.0,False,Sahami,1580.0,37.772705,-122.152074,Oakland,0.0,1240000.0,2025-05-28,ResidentialIncome,Closed,4.0,Quadruplex,Alameda,3.0,CA,2025-05-09,2025-05-28,94605
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1377,6000.0,6000.0,Giant Realty Inc.,Julia,ML489009,5248.0,5248 Northlawn,San Jose,1958.0,False,Wang,1250.0,37.28549313,-121.99272647,Mlslistings,2.0,2150000.0,2025-05-22,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-05-01,2025-05-22,95130
LEBC - Lebec,2.0,False,False,Two,False,Southland,3.0,21.62,941767.0,941767.0,Ashby & Graff,Julie,SR207097159,1600.0,1600 Ridge Route Drive,Lebec,2000.0,False,Paul,4629.0,34.833255,-118.88002,Southland,3.0,770000.0,2025-05-30,Residential,Closed,3.0,SingleFamilyResidence,Kern,3.0,CA,2025-05-03,2025-05-30,93243
699 - Not Defined,2.0,False,False,Two,False,PacificWest,2.0,0.0866,3772.0,3772.0,Coldwell Banker Realty,Regina,PWCHUREG,23.0,23 Lancea Place,Tustin,2016.0,False,Chung,2912.0,33.702988,-117.815481,OrangeCounty,3.0,6000.0,2025-05-15,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-15,2025-05-15,92782
699 - Not Defined,1.0,False,False,ThreeOrMore,False,OrangeCounty,2.0,0.0318,1384.0,1384.0,Real Broker,Caroline,OCJINCARO,687.0,687 S Lyon St,Santa Ana,2025.0,False,Jin,1384.0,33.738904,-117.844275,OrangeCounty,3.0,3900.0,2025-05-28,ResidentialLease,Closed,2.0,Condominium,Orange,3.0,CA,2025-05-28,2025-05-28,92705
92115 - San Diego,1.0,False,False,One,False,PacificSouthwest,2.0,0.4637,20200.0,20200.0,AT Bespoke Real Estate,Aisa,809217,4941.0,4941 Baja Ct,San Diego,1960.0,False,Tu,1492.0,32.768122,-117.075146,PacificSouthwest,2.0,5750.0,2025-05-15,ResidentialLease,Closed,2.0,SingleFamilyResidence,San Diego,4.0,CA,2025-05-15,2025-05-15,92115
699 - Not Defined,1.0,False,False,Unknown,False,NorthSanDiegoCounty,2.0,0.24,10454.4,0.24,Real Estate Center,Marco,102228,3.0,3 Cottontail Drive,Canyon Lake,1979.0,False,Bernardino,1580.0,33.71102587,-117.24106591,NorthSanDiegoCounty,0.0,65000.0,2025-05-16,Land,Closed,0.0,Unknown,Riverside,3.0,CA,2025-05-08,2025-05-16,92587
C11 - Venice,2.0,False,False,Two,False,OutOfAreaBoard,2.0,0.1455,6338.0,6338.0,Estate Properties,Hiroko,CLW-X89998,2224.0,2224 Penmar Avenue,Venice,2004.0,False,Nishikawa Naumann,1852.0,33.996942,-118.452298,BeverlyHillsGreaterLa,3.0,5200.0,2025-05-03,ResidentialLease,Closed,2.0,Condominium,Los Angeles,2.0,CA,,2025-05-03,90291
699 - Not Defined,1.0,False,False,Unknown,False,NorthSanDiegoCounty,2.0,0.24,10454.4,0.24,Real Estate Center,Marco,102228,4.0,4 Cottontail Drive,Canyon Lake,1979.0,False,Bernardino,1580.0,33.71118652,-117.241023,NorthSanDiegoCounty,0.0,65000.0,2025-05-16,Land,Closed,0.0,Unknown,Riverside,3.0,CA,2025-05-08,2025-05-16,92587
286 - Crestline Area,1.0,False,False,ThreeOrMore,False,InlandValleys,0.0,0.2548,11100.0,11100.0,Summit2sea Realty Inc.,PATRICIA,IVSTALPAT,23800.0,23800 Scenic Drive,Crestline,1946.0,False,STALWICK,640.0,34.239568,-117.284117,TheInlandGateway,1.0,305000.0,2025-05-29,Residential,Closed,0.0,SingleFamilyResidence,San Bernardino,2.0,CA,2025-05-06,2025-05-29,92325
92117 - Clairemont Mesa,1.0,False,False,One,False,SouthwestRiversideCounty,1.0,0.1768,7700.0,7700.0,DeGasperis & Associates,Anthony,TDEGAANT,4610.0,4610 Lyric Lane,San Diego,1962.0,False,DeGasperis,1418.0,32.82750364,-117.17832351,SanDiego,1.0,805242.0,2025-05-23,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-05-01,2025-05-23,92117
92123 - San Diego,2.0,False,False,Two,False,SanDiego,0.0,0.1377,6000.0,6000.0,"LPT Realty,Inc",Liz,SAND-707013,2541.0,2541 Mammoth Dr,San Diego,1960.0,False,Pereda,2032.0,32.79082243,-117.12284742,SanDiego,3.0,915000.0,2025-05-28,Residential,Closed,2.0,SingleFamilyResidence,San Diego,4.0,CA,2025-05-11,2025-05-28,92123
91932 - Imperial Beach,1.0,False,False,One,False,Mrmls,2.0,0.6762,29455.0,29455.0,NONMEMBER MRML,General,NONMEMBER,615.0,615 9th Street 22,Imperial Beach,1972.0,False,NONMEMBER,850.0,32.585246999999995,-117.113769,PacificWest,1.0,455000.0,2025-05-22,Residential,Closed,2.0,Condominium,San Diego,2.0,CA,2025-05-01,2025-05-22,91932
SRCAR - Southwest Riverside County,1.0,False,False,One,False,OrangeCounty,2.0,0.17,7405.0,7405.0,The L3,Matthew,SKANOMAT,27546.0,27546 Pinckney Way,Menifee,1990.0,False,Kanoudi,1208.0,33.693738,-117.178955,SouthwestRiversideCounty,2.0,487500.0,2025-05-16,Residential,Closed,2.0,SingleFamilyResidence,Riverside,2.0,CA,2025-04-30,2025-05-16,92586
LN - Lake Forest North,2.0,False,False,Two,False,OrangeCounty,2.0,0.0994,4329.0,4329.0,Elevate Real Estate Inc,Nancy,ocbishnan,188.0,188 Pinnacle Drive,Lake Forest,2018.0,False,Bishay,3260.0,33.66761,-117.653703,OrangeCounty,4.0,6500.0,2025-05-21,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,5.0,CA,2025-05-19,2025-05-21,92630
669 - West Covina,2.0,False,False,Two,False,CitrusValley,2.0,0.6875,29949.0,29949.0,RE/MAX MASTERS REALTY,Cathy,cv43867,1400.0,1400 S Montezuma Way,West Covina,1976.0,False,Qi,2555.0,34.050473,-117.887486,CitrusValley,3.0,4000.0,2025-05-23,ResidentialLease,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-05-23,2025-05-23,91791
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,3.73,162478.8,162478.8,Coldwell Banker Realty,Erica,ML168951,0.0,0 Roop Road,Gilroy,1979.0,False,Trinchero,1580.0,37.04020532,-121.54377317,Mlslistings,0.0,525000.0,2025-05-23,Land,Closed,0.0,Unknown,Santa Clara,3.0,CA,2025-05-03,2025-05-23,95020
C05 - Westwood - Century City,1.0,False,False,One,False,Downey,2.0,1.1588,50476.0,50476.0,Outside Office,Outside,YOUTSIDE,10724.0,10724 Wilshire Blvd 1404,Los Angeles,1979.0,False,Agent,2018.0,34.060277,-118.436778,BeverlyHillsGreaterLa,3.0,11000.0,2025-05-02,ResidentialLease,Closed,2.0,Condominium,Los Angeles,2.0,CA,2025-05-02,2025-05-02,90024
152 - N Redondo Bch/Villas South,2.0,False,False,Two,False,SouthBay,2.0,0.1717,7479.0,7479.0,3 Leaf Realty Inc,Cynthia (Cindy),sbhazacyn,2218.0,2218 Pullman Lane A,Redondo Beach,2001.0,False,Hazard,2240.0,33.864034000000004,-118.371068,SouthBay,3.0,6300.0,2025-05-15,ResidentialLease,Closed,2.0,Townhouse,Los Angeles,4.0,CA,2025-05-13,2025-05-15,90278
SVC - Central Simi,1.0,False,False,One,False,Conejo,1.0,0.0202,879.0,879.0,Ochs Realty,Mitchell,VCR-C159095566,1920.0,1920 Heywood Street D,Simi Valley,1981.0,False,Rheingold,879.0,34.267843,-118.760854,Conejo,2.0,2300.0,2025-05-29,ResidentialLease,Closed,1.0,Condominium,Ventura,2.0,CA,2025-05-27,2025-05-29,93065
92024 - Encinitas,1.0,False,False,One,False,NorthSanDiegoCounty,0.0,0.1758,7658.0,7658.0,AARE,Rosemarie,116756,583.0,583 Melba Road,Encinitas,1964.0,False,Wolkins,1379.0,33.03967,-117.279751,NorthSanDiegoCounty,2.0,5700.0,2025-05-24,ResidentialLease,Closed,0.0,Condominium,San Diego,3.0,CA,2025-05-22,2025-05-24,92024
264 - Fontana,2.0,False,False,Two,False,OrangeCounty,2.0,0.0918,4000.0,4000.0,The Big Brokers,Ram,OCDHAKRAM,14589.0,14589 Mountain High Drive,Fontana,1986.0,False,Dhakal,1279.0,34.03661,-117.487114,PacificWest,3.0,540000.0,2025-05-30,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-04-30,2025-05-30,92337
15 - West Huntington Beach,1.0,False,False,One,False,PacificWest,2.0,0.084,3660.0,3660.0,Lionheart Pride,Rick,PWCLARIC,1828.0,1828 Alsuna Lane,Huntington Beach,1973.0,False,Clark,1349.0,33.674186,-117.991749,OrangeCounty,2.0,1200000.0,2025-05-27,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-04,2025-05-27,92648
T4 - South Gate E of 710,1.0,False,False,One,False,Downey,0.0,0.1914,8336.0,8336.0,Century 21 Allstars,Mercedes,ydelamer,9309.0,9309 Dearborn Avenue,South Gate,2022.0,False,De La Cruz,521.0,33.950523,-118.211352,Downey,1.0,1800.0,2025-05-19,ResidentialLease,Closed,0.0,SingleFamilyResidence,Los Angeles,1.0,CA,2025-05-19,2025-05-19,90280
85 - Yorba Linda,1.0,False,False,One,False,PacificWest,1.0,7.2478,315715.0,315715.0,APG Properties,Phil,PWYATEPHI,19938.0,19938 Ridge Manor Way 37,Yorba Linda,1979.0,False,Yates,1095.0,33.868742,-117.784055,PacificWest,2.0,3300.0,2025-05-18,ResidentialLease,Closed,2.0,Condominium,Orange,3.0,CA,2025-05-18,2025-05-18,92886
JN - San Juan North,2.0,False,False,Two,False,OrangeCounty,2.0,0.0459,2000.0,2000.0,Coldwell Banker Realty,Rachel,SSWARRAC,31949.0,31949 Via Encima,San Juan Capistrano,2023.0,False,Swardstrom,1759.0,33.554836,-117.56061499999998,OrangeCounty,3.0,5300.0,2025-05-22,ResidentialLease,Closed,2.0,Condominium,Orange,3.0,CA,2025-05-19,2025-05-22,92675
147 - Manhattan Bch Mira Costa,2.0,False,False,Two,False,SouthBay,2.0,0.1722,7500.0,7500.0,Compass,Brett,sbbeebbre,1646.0,1646 1st Street,Manhattan Beach,1996.0,False,Beebe,4116.0,33.879158000000004,-118.383476,SouthBay,4.0,23000.0,2025-05-05,ResidentialLease,Closed,2.0,SingleFamilyResidence,Los Angeles,5.0,CA,2025-05-03,2025-05-05,90266
Unknown,1.0,False,False,One,False,ContraCosta,2.0,0.5969,26000.0,26000.0,Real Broker,Jose,BMLS-159528145,56.0,56 Mountain View Ave,Bay Point,1925.0,False,Mendoza,1400.0,38.02468929,-121.93061043,Delta,2.0,560000.0,2025-05-27,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-05-05,2025-05-27,94565
688 - Rancho Cucamonga,1.0,False,False,One,False,CitrusValley,2.0,0.1686,7344.0,7344.0,KALEO REAL ESTATE COMPANY,Wendy,CV37397,8641.0,8641 La Grande Street,Rancho Cucamonga,1962.0,False,Ginter,1248.0,34.125487,-117.617601,InlandValleys,2.0,785000.0,2025-05-29,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-04-29,2025-05-29,91701
649 - Pico Rivera,1.0,False,False,One,False,TriCounties,1.0,0.1505,6554.0,6554.0,ReMax 2000 Realty,Cherry,trwangche,5208.0,5208 Dulin Avenue,Pico Rivera,1950.0,False,Wang,1189.0,34.000236,-118.089039,TriCounties,2.0,3400.0,2025-05-14,ResidentialLease,Closed,1.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-05-14,2025-05-14,90660
249 - Eastvale,2.0,False,False,Two,False,Downey,3.0,0.24,10454.0,10454.0,Century 21 Allstars,Jose,DWPEREZJ,6522.0,6522 Hollis Street,Eastvale,2005.0,False,Perez,3543.0,33.96938,-117.568423,Downey,3.0,4000.0,2025-05-06,ResidentialLease,Closed,5.0,SingleFamilyResidence,Riverside,5.0,CA,2025-05-03,2025-05-06,92880
92117 - Clairemont Mesa,1.0,False,False,One,False,SanDiego,2.0,0.1722,7500.0,7500.0,"RE/MAX Hometown, Realtors",Trisha,SAND-606653,4383.0,4383 Mount Castle Ave,San Diego,1958.0,False,Daly,1164.0,32.82073058,-117.18504369,SanDiego,2.0,1028000.0,2025-05-29,Residential,Closed,6.0,SingleFamilyResidence,San Diego,3.0,CA,2025-04-30,2025-05-29,92117
287A - Arrowhead Woods,2.0,False,False,Two,False,TheInlandGateway,3.0,0.2204,9600.0,9600.0,RE/MAX LAKESIDE,BARRY,ELIEBBAR,279.0,279 El Dorado Court,Lake Arrowhead,2005.0,False,LIEBERMAN,3604.0,34.254883,-117.22972,TheInlandGateway,3.0,1598800.0,2025-05-21,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,5.0,CA,2025-04-27,2025-05-21,92352
610 - Burbank,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.2636,11484.0,11484.0,Core Real Estate Group,Elizabeth,CLW-X89415,3319.0,3319 Clifden Lane,Burbank,2000.0,False,Welchman,500.0,34.214828000000004,-118.334095,BeverlyHillsGreaterLa,1.0,1995.0,2025-05-05,ResidentialLease,Closed,0.0,Unknown,Los Angeles,0.0,CA,2025-05-05,2025-05-05,91504
SRCAR - Southwest Riverside County,2.0,False,False,Two,False,SouthwestRiversideCounty,3.0,0.14,6098.0,6098.0,Impact Real Estate,Steve,TDESESTE,1947.0,1947 Harbor Drive,Hemet,1992.0,False,DeSena,1951.0,33.715552,-117.018816,WestSanGabrielValley,3.0,545000.0,2025-05-29,Residential,Closed,3.0,SingleFamilyResidence,Riverside,4.0,CA,2025-05-02,2025-05-29,92545
629 - Glendora,1.0,False,False,One,False,CitrusValley,2.0,0.1722,7502.0,7502.0,CHAMPIONS REAL ESTATE,Jennifer,C13650,440.0,440 N Vermont Avenue,Glendora,1926.0,False,Fraijo,904.0,34.145599,-117.866809,CitrusValley,1.0,785000.0,2025-05-15,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-04-29,2025-05-15,91741
SC - San Clemente Central,1.0,False,False,One,False,OrangeCounty,2.0,0.2491,10850.0,10850.0,Talavera Real Estate,Christian,OCWACHCHR,319.0,319 Calle Villario,San Clemente,1976.0,False,Wach,1969.0,33.437109,-117.610196,OrangeCounty,2.0,2025000.0,2025-05-19,Residential,Closed,4.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-02,2025-05-19,92672
690 - Upland,2.0,False,False,Two,False,Downey,2.0,0.076,3310.0,3310.0,Greenpoint Real Estate Services,Tracy,DWLYTRAC,1624.0,1624 Masters Drive,Upland,2020.0,False,Ly,2040.0,34.122128000000004,-117.632277,Downey,3.0,3495.0,2025-05-12,ResidentialLease,Closed,4.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-05-12,2025-05-12,91784
82 - Buena Park,2.0,False,False,Two,False,PacificWest,2.0,0.0435,1895.0,1895.0,RE/MAX Diamond,Grace,PGRACKIM,5553.0,5553 Cajon Avenue,Buena Park,1973.0,False,Kim,1493.0,33.877697999999995,-117.993344,PacificWest,2.0,3700.0,2025-05-15,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-01,2025-05-15,90621
M3 - La Mirada,1.0,False,False,One,False,TheInlandGateway,2.0,0.1357,5910.0,5910.0,Clockwork Property Management,Leah,IGDUCKLEA,15576.0,15576 Illora Drive,La Mirada,1956.0,False,Duckworth,1372.0,33.896798,-117.998944,TheInlandGateway,2.0,3950.0,2025-05-05,ResidentialLease,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-05-05,2025-05-05,90638
UP - University Park,1.0,False,False,One,False,OrangeCounty,2.0,0.1054,4590.0,4590.0,Re/Max Premier Realty,Ara,ikasaara,5161.0,5161 Maple,Irvine,1974.0,False,Kasarian,1398.0,33.662643,-117.803537,OrangeCounty,2.0,4500.0,2025-05-29,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-28,2025-05-29,92612
114 - Hollypark,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.1498,6527.0,6527.0,Andrew C. Lee,Kimiyasu,CLW-X89772,2908.0,2908 W 141st Place 2,Gardena,1958.0,False,Murayoshi,880.0,33.902743,-118.324353,BeverlyHillsGreaterLa,1.0,2500.0,2025-05-26,ResidentialLease,Closed,1.0,Apartment,Los Angeles,2.0,CA,2025-05-23,2025-05-26,90249
Unknown,1.0,False,False,One,False,Oroville,0.0,0.24,10454.4,0.24,"Table Mountain Realty, Inc.",Jake,ORJEngasser,200.0,200 Apache Circle,Oroville,1979.0,False,Engasser,1680.0,39.521017,-121.463723,Oroville,2.0,140000.0,2025-05-12,Residential,Closed,0.0,ManufacturedOnLand,Butte,2.0,CA,2025-05-01,2025-05-12,95966
287 - Arrowhead Area,2.0,False,False,Two,False,TheInlandGateway,0.0,0.9577,41716.0,41716.0,WHEELER STEFFEN SOTHEBY'S INT,Katie,IGMEADKAT,1163.0,1163 Scenic Way,Rimforest,1950.0,False,Mead,1432.0,34.233217,-117.221901,OrangeCounty,1.0,360000.0,2025-05-21,Residential,Closed,0.0,SingleFamilyResidence,San Bernardino,2.0,CA,2025-05-01,2025-05-21,92378
N9 - Lower Newport Bay - Balboa Island,2.0,False,False,Two,False,Newport,2.0,0.0585,2550.0,2550.0,Arbor Real Estate,Shelly,NP61194,111.0,111 Diamond Avenue,Newport Beach,1964.0,False,Angel,2694.0,33.604908,-117.894341,Newport,4.0,15000.0,2025-05-30,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-30,2025-05-30,92662
C05 - Westwood - Century City,2.0,False,False,Two,False,OutOfAreaBoard,2.0,0.1569,6836.0,6836.0,Berkshire Hathaway HomeServices California Properties,Dustin,CLW-X62603,10342.0,10342 Ilona Avenue,Los Angeles,1935.0,False,Hall,2034.0,34.048852000000004,-118.41596,BeverlyHillsGreaterLa,3.0,2500000.0,2025-05-23,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-05-06,2025-05-23,90064
241 - Lake Elsinore West,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,1.95,84942.0,84942.0,"Reserve Collection Realty, Inc.",Corrie,CLW-C110316,17650.0,17650 Grand Avenue 201,Lake Elsinore,2025.0,False,Lontoc,0.0,33.640024,-117.343332,BeverlyHillsGreaterLa,1.0,2300.0,2025-05-01,ResidentialLease,Closed,2.0,SingleFamilyResidence,Riverside,2.0,CA,2025-05-01,2025-05-01,92530
WLA - West Los Angeles,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.1263,5502.0,5502.0,Andrew C. Lee,Kimiyasu,CLW-X89772,2650.0,2650 S Barrington Avenue 5,Los Angeles,1960.0,False,Murayoshi,610.0,34.026692,-118.441403,BeverlyHillsGreaterLa,1.0,2200.0,2025-05-07,ResidentialLease,Closed,1.0,Apartment,Los Angeles,1.0,CA,2025-05-03,2025-05-07,90064
C11 - Venice,2.0,False,False,Two,False,OutOfAreaBoard,2.0,0.0722,3145.0,3145.0,Epique Realty,Dyonte,CLW-C141049,825.0,825 Nowita Place,Venice,1915.0,False,Griffin,1068.0,33.99425,-118.460159,BeverlyHillsGreaterLa,2.0,6575.0,2025-05-01,ResidentialLease,Closed,0.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-04-26,2025-05-01,90291
CV - Cypress Village,2.0,False,False,Two,False,WestSanGabrielValley,2.0,0.0275,1200.0,1200.0,RE/MAX 2000 REALTY,Jingzi,WS91211,62.0,62 Jade Flower,Irvine,2015.0,False,Guo,1200.0,33.681019,-117.757672,Laguna,2.0,3800.0,2025-05-24,ResidentialLease,Closed,2.0,Condominium,Orange,2.0,CA,2025-05-24,2025-05-24,92620
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1386,6036.0,6036.0,Remax Property Experts,Sergio,ML5065575,744.0,744 San Jacinto Drive,Salinas,1980.0,False,Ceja,1583.0,36.66541014,-121.67929361,Mlslistings,2.0,748000.0,2025-05-23,Residential,Closed,2.0,SingleFamilyResidence,Monterey,3.0,CA,2025-04-30,2025-05-23,93901
N26 - Newport Coast,2.0,False,False,Two,False,PalosVerdesPeninsula,3.0,1.145,49877.0,49877.0,"Jo Ann Jacobs, Realtor",Jo Ann,VJACOJOA,1.0,1 Lucania Drive,Newport Coast,1997.0,False,Jacobs,2579.0,33.603265,-117.82303,PalosVerdesPeninsula,3.0,13950.0,2025-05-19,ResidentialLease,Closed,3.0,Townhouse,Orange,4.0,CA,2025-05-17,2025-05-19,92657
SRCAR - Southwest Riverside County,1.0,False,False,One,False,SouthwestRiversideCounty,2.0,0.28,12197.0,12197.0,Mogul Real Estate,Jennifer,SWGARCIJE,608.0,608 Qeweewish Avenue,San Jacinto,2021.0,False,Garcia Mendoza,1698.0,33.79394,-117.044201,CitrusValley,2.0,495000.0,2025-05-19,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-05-04,2025-05-19,92582
UP - University Park,1.0,False,False,One,False,PacificWest,2.0,0.1265,5510.0,5510.0,"Paul Kott Realtors, Inc.",Kevin,pwkottkev,13.0,13 Camphor S,Irvine,1974.0,False,Kott,1398.0,33.662006,-117.799059,PacificWest,2.0,4500.0,2025-05-21,ResidentialLease,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-10,2025-05-21,92612
