BuyerAgentAOR,ViewYN,PoolPrivateYN,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,BuyerOfficeName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,MLSAreaMajor,CountyOrParish,MlsStatus,ParkingTotal,PropertySubType,LotSizeAcres,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,StateOrProvince,FireplaceYN,Stories,Levels,LotSizeArea,NewConstructionYN,GarageSpaces,PostalCode,LotSizeSquareFeet
SouthwestRiversideCounty,True,False,2025-03-19,545000.0,33.997687,-117.422041,6038 De La Vista,Residential,1350.0,DYNASTY REAL ESTATE,CV46072,Bryan,Castellanos,251 - Jurupa Valley,Riverside,Closed,2.0,SingleFamilyResidence,0.17,CitrusValley,1957.0,6038.0,2.0,Jurupa Valley,4.0,2025-03-19,2025-02-20,CA,False,1.0,One,7405.0,False,2.0,92509,7405.0
SanDiego,True,False,2025-03-27,3727000.0,32.85114252,-117.23763625,7945 Avenida Kirjah,Residential,5455.0,Compass,109687,Brett,Dickinson,92037 - La Jolla,San Diego,Closed,4.0,SingleFamilyResidence,0.4861,NorthSanDiegoCounty,2006.0,7945.0,6.0,La Jolla,5.0,2025-03-27,2025-02-26,CA,True,1.0,ThreeOrMore,21176.0,False,2.0,92037,21176.0
ContraCosta,False,False,2025-03-07,925000.0,37.99707567,-122.10546825,200 Baylands Dr,Residential,1686.0,Redfin,CCBE-206537817,Sarina,Dhanoa,Unknown,Contra Costa,Closed,2.0,SingleFamilyResidence,0.3499,BayEast,1981.0,200.0,3.0,Martinez,3.0,2025-03-07,2025-02-20,CA,True,2.0,Two,15240.0,False,2.0,94553,15240.0
SouthwestRiversideCounty,False,False,2025-03-31,539990.0,33.705168,-117.122953,28517 Superbird Way,Residential,1575.0,"Amberwood Real Estate, Inc.",PWFEDGEO,George,Fedelino,SRCAR - Southwest Riverside County,Riverside,Closed,4.0,SingleFamilyResidence,0.096,PacificWest,2025.0,28517.0,3.0,Winchester,3.0,2025-03-31,2025-03-10,CA,False,2.0,Two,4180.0,True,2.0,92596,4180.0
PacificWest,True,True,2025-03-17,1180000.0,33.776171999999995,-118.023717,12832 Topaz Street,Residential,1393.0,GMT Real Estate,PWPHATIN,Tino,Pham,47 - Garden Park,Orange,Closed,2.0,SingleFamilyResidence,0.1377,PacificWest,1963.0,12832.0,2.0,Garden Grove,4.0,2025-03-17,2025-02-20,CA,True,1.0,One,6000.0,False,2.0,92845,6000.0
MercedCounty,True,False,2025-03-21,380000.0,37.351128,-120.594924,190 Marvis Drive,Residential,1504.0,Home Buyers Realty,nonmember,Jeff,Purcell,Unknown,Merced,Closed,2.0,SingleFamilyResidence,0.1469,Mrmls,1977.0,190.0,2.0,Atwater,3.0,2025-03-21,2025-02-26,CA,True,1.0,One,6400.0,False,2.0,95301,6400.0
CaliforniaDesert,True,True,2025-03-07,5700000.0,33.618559000000005,-116.243308,59185 Marbella,Residential,5356.0,Premier Properties,CDAR-D77030,Carla,Lehman,313 - La Quinta South of HWY 111,Riverside,Closed,3.0,SingleFamilyResidence,0.3717,CaliforniaDesert,2024.0,59185.0,6.0,La Quinta,5.0,2025-03-07,2025-02-19,CA,True,1.0,One,16191.0,False,3.0,92253,16191.0
CitrusValley,True,False,2025-03-14,755000.0,34.102714,-117.912516,17146 E Tudor Street,Residential,1100.0,NEW CENTURY REALTORS,C11320,Yesenia,Ruvalcaba Garcia,614 - Covina,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1862,CitrusValley,1954.0,17146.0,2.0,Covina,4.0,2025-03-14,2025-02-19,CA,False,1.0,One,8111.0,False,2.0,91722,8111.0
OrangeCounty,True,False,2025-03-20,1775000.0,33.667108,-117.911886,296 Hanover Drive,Residential,1521.0,Coldwell Banker Realty,OCEASTKAT,Katie,Eastman,C4 - Central Costa Mesa,Orange,Closed,2.0,SingleFamilyResidence,0.1639,OrangeCounty,1957.0,296.0,2.0,Costa Mesa,3.0,2025-03-20,2025-02-10,CA,False,1.0,One,7140.0,False,2.0,92626,7140.0
OrangeCounty,False,False,2025-03-25,2180000.0,33.683756,-117.797174,6 Mallard,Residential,2076.0,Bullock Russell RE Services,OCMCNABRE,Brenda,McNaughton,WB - Woodbridge,Orange,Closed,2.0,SingleFamilyResidence,0.1263,OrangeCounty,1977.0,6.0,2.0,Irvine,4.0,2025-03-25,2025-03-04,CA,True,1.0,One,5500.0,False,2.0,92604,5500.0
SouthwestRiversideCounty,False,False,2025-03-31,529990.0,33.704454,-117.123132,30499 Operetta Street,Residential,1378.0,Real Brokerage Technologies,SWDURADOM,Dominic,Duran,SRCAR - Southwest Riverside County,Riverside,Closed,4.0,SingleFamilyResidence,0.095,SouthwestRiversideCounty,2025.0,30499.0,3.0,Winchester,3.0,2025-03-31,2025-02-18,CA,False,2.0,Two,4140.0,True,2.0,92596,4140.0
PismoCoast,True,False,2025-03-14,749000.0,34.890264,-120.427657,3816 Angeles Road,Residential,1245.0,United Agents,NONMEMBER,Gloria,Sprinkle,OREA - SM/Orcutt East,Santa Barbara,Closed,8.0,SingleFamilyResidence,0.24,Mrmls,1961.0,3816.0,3.0,Santa Maria,3.0,2025-03-14,2025-02-11,CA,True,1.0,One,10454.0,False,8.0,93455,10454.0
Southland,False,True,2025-03-28,549990.0,34.685623,-118.179748,2743 W Avenue J4,Residential,2099.0,"True Fit Real Estate, Inc.",OCCONWRIC,Rick,Conwell,LAC - Lancaster,Los Angeles,Closed,2.0,SingleFamilyResidence,0.2073,OrangeCounty,1973.0,2743.0,2.0,Lancaster,4.0,2025-03-28,2025-02-15,CA,True,1.0,One,9032.0,False,2.0,93536,9032.0
HighDesert,False,False,2025-03-17,430000.0,34.503329,-117.221905,13860 Cree Road,Residential,1364.0,Realty One Group Roads,HD21594,Jose,Cisneros,APPV - Apple Valley,San Bernardino,Closed,2.0,SingleFamilyResidence,0.5112,HighDesert,1987.0,13860.0,2.0,Apple Valley,3.0,2025-03-17,2025-03-07,CA,True,1.0,One,22270.0,False,2.0,92307,22270.0
BayEast,False,False,2025-03-17,1100000.0,37.70932239,-121.79949441,474 Selby Ln,Residential,1603.0,Re/Max Accord,CCBE-206512090,Bob,Baptiste,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.0473,BayEast,2013.0,474.0,3.0,Livermore,3.0,2025-03-17,2025-02-07,CA,False,1.0,ThreeOrMore,2060.0,False,2.0,94551,2060.0
SanDiego,False,False,2025-03-20,785000.0,33.21781858,-117.28402208,1731 Avenida Vista Labera,Residential,1432.0,Coldwell Banker West,SAND-655108,John,Fleming,92056 - Oceanside,San Diego,Closed,4.0,SingleFamilyResidence,0.1667,SanDiego,1988.0,1731.0,3.0,Oceanside,3.0,2025-03-20,2025-02-09,CA,False,1.0,One,7132.0,False,2.0,92056,7260.0
CitrusValley,True,False,2025-03-19,1085000.0,34.103652000000004,-118.112106,140 Bridge Street,Residential,1208.0,KW THE FOOTHILLS,C16975,Jason,Lorge,654 - San Gabriel,Los Angeles,Closed,2.0,SingleFamilyResidence,0.161,CitrusValley,1924.0,140.0,1.0,San Gabriel,2.0,2025-03-19,2025-02-19,CA,True,1.0,One,7012.0,False,2.0,91775,7012.0
SouthwestRiversideCounty,False,False,2025-03-28,519990.0,33.70446,-117.122673,30571 Operetta Street,Residential,1352.0,D R Horton America's Builder,SWXANTPEN,Penelope,Xanthakis,SRCAR - Southwest Riverside County,Riverside,Closed,4.0,SingleFamilyResidence,0.095,SouthwestRiversideCounty,2025.0,30571.0,2.0,Winchester,3.0,2025-03-28,2025-02-18,CA,False,1.0,One,4140.0,True,2.0,92596,4140.0
Mlslistings,True,False,2025-03-20,5027000.0,37.39824875,-122.1963413,171 Gabarda Way,Residential,2816.0,Compass,ML90874,Michael,Galli,699 - Not Defined,San Mateo,Closed,2.0,SingleFamilyResidence,0.202,Mlslistings,1961.0,171.0,4.0,Portola Valley,5.0,2025-03-20,2025-02-19,CA,False,1.0,Unknown,8800.0,False,2.0,94028,8800.0
Mlslistings,False,False,2025-03-17,1400000.0,37.25818161,-121.82216601,5389 Cedar Grove Circle,Residential,1362.0,Quick Real Estate & Loans,ML137584,Harry l,Jones,699 - Not Defined,Santa Clara,Closed,2.0,SingleFamilyResidence,0.1515,Mlslistings,1977.0,5389.0,2.0,San Jose,4.0,2025-03-17,2025-02-14,CA,True,1.0,Unknown,6600.0,False,2.0,95123,6600.0
Mlslistings,False,False,2025-03-21,2780000.0,37.60126089,-122.39688402,431 Poplar Avenue,Residential,2255.0,Intero Real Estate Services,ML5081882,Christopher,Chu,699 - Not Defined,San Mateo,Closed,1.0,SingleFamilyResidence,0.1377,Mlslistings,1945.0,431.0,4.0,Millbrae,3.0,2025-03-21,2025-02-18,CA,True,1.0,Unknown,6000.0,False,1.0,94030,6000.0
SanDiego,False,True,2025-03-11,1571000.0,33.03316653,-117.06145475,12462 Bodega Way,Residential,2248.0,"Compass California III, Inc. dba Compass",SAND-675780,Anna,Eckelman,92128 - Rancho Bernardo,San Diego,Closed,4.0,SingleFamilyResidence,0.2204,SanDiego,1971.0,12462.0,3.0,San Diego,4.0,2025-03-11,2025-02-20,CA,True,2.0,Two,9600.0,False,2.0,92128,9600.0
SouthwestRiversideCounty,False,False,2025-03-11,735000.0,33.575891,-117.138426,29874 Hazel Glen Rd,Residential,2736.0,Real Broker,SAND-673466,Paulina,Salazar,SRCAR - Southwest Riverside County,Riverside,Closed,3.0,SingleFamilyResidence,0.18,SanDiego,2000.0,29874.0,3.0,Murrieta,4.0,2025-03-11,2025-02-19,CA,True,2.0,Two,7841.0,False,3.0,92563,7841.0
CaliforniaDesert,False,False,2025-03-17,450000.0,33.77726,-116.295526,78326 Moongold Road,Residential,1283.0,Outside Office,YOUTSIDE,Outside,Agent,307 - Sun City,Riverside,Closed,2.0,SingleFamilyResidence,0.12,Downey,1992.0,78326.0,2.0,Palm Desert,2.0,2025-03-17,2025-03-04,CA,False,1.0,Unknown,5227.0,False,2.0,92211,5227.0
SouthwestRiversideCounty,True,False,2025-03-14,340000.0,33.718768,-117.198748,27701 Sandtrap Drive,Residential,1204.0,RE/MAX Empire Properties,hmryanco,Cory,Ryan,SRCAR - Southwest Riverside County,Riverside,Closed,2.0,SingleFamilyResidence,0.25,SouthwestRiversideCounty,1973.0,27701.0,2.0,Menifee,2.0,2025-03-14,2025-02-27,CA,False,1.0,One,10890.0,False,2.0,92586,10890.0
Oakland,False,False,2025-03-10,1426000.0,37.77152283,-122.26618825,1409 Saint Charles St.,Residential,1657.0,Compass,BMLS-154033963,Amy,Loughran,Unknown,Alameda,Closed,1.0,SingleFamilyResidence,0.0824,BayEast,1895.0,1409.0,3.0,Alameda,3.0,2025-03-10,2025-02-18,CA,False,2.0,Two,3589.0,False,1.0,94501,3589.0
ContraCosta,False,False,2025-03-14,1790000.0,37.87552041,-122.02707775,2274 DAPPLEGRAY LANE,Residential,2510.0,Sereno,CCBE-MLL767303,Mona,Rizzardi,Unknown,Contra Costa,Closed,3.0,SingleFamilyResidence,0.1873,Mlslistings,1975.0,2274.0,3.0,Walnut Creek,4.0,2025-03-14,2025-02-12,CA,True,2.0,Two,8160.0,False,3.0,94596-6324,8160.0
Conejo,False,False,2025-03-11,910000.0,34.223353,-118.887006,3200 Starfire Avenue,Residential,1639.0,"Pinnacle Estate Properties, Inc.",VCR-C159096668,Samantha,Kirkpatrick,TOW - Thousand Oaks West,Ventura,Closed,2.0,SingleFamilyResidence,0.2,Conejo,1977.0,3200.0,2.0,Thousand Oaks,3.0,2025-03-11,2025-03-01,CA,True,1.0,One,8712.0,False,2.0,91360,8712.0
SouthwestRiversideCounty,False,False,2025-03-28,599990.0,33.702335999999995,-117.122496,30603 Draco Drive,Residential,2384.0,D R Horton America's Builder,SWXANTPEN,Penelope,Xanthakis,SRCAR - Southwest Riverside County,Riverside,Closed,4.0,SingleFamilyResidence,0.095,SouthwestRiversideCounty,2025.0,30603.0,3.0,Winchester,5.0,2025-03-28,2025-03-10,CA,False,2.0,Two,4140.0,True,2.0,92596,4140.0
Mlslistings,True,False,2025-03-11,2968000.0,37.54640644,-122.27736417,881 Vega Circle,Residential,2620.0,Compass,ML5062805,Julie,Flouty,699 - Not Defined,San Mateo,Closed,2.0,SingleFamilyResidence,0.1199,Mlslistings,1973.0,881.0,3.0,Foster City,4.0,2025-03-11,2025-02-13,CA,True,1.0,Unknown,5225.0,False,2.0,94404,5225.0
BayEast,False,False,2025-03-10,1155000.0,37.66779818,-121.77874849,1307 Columbus Ave,Residential,1378.0,Coldwell Banker Realty,CCBE-206540936,Alan,Pegah,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.14,BayEast,1958.0,1307.0,2.0,Livermore,3.0,2025-03-10,2025-02-20,CA,True,1.0,One,6100.0,False,2.0,94550,6100.0
SanDiego,True,False,2025-03-24,2385000.0,33.06679717,-117.28015297,1110 Molara Ln,Residential,1626.0,Investment Real Estate Company,SAND-CDAR-8224323,Mike,Carey,92024 - Encinitas,San Diego,Closed,2.0,SingleFamilyResidence,0.1667,Unknown,2025.0,1110.0,3.0,Encinitas,3.0,2025-03-24,2025-03-10,CA,False,2.0,Two,7132.0,False,2.0,92024,7260.0
InlandValleys,False,False,2025-03-10,330000.0,34.117964,-117.315168,1356 W 10th Street,Residential,837.0,GG REAL ESTATE SERVICES,IVJOHNERI,ERIKA,JOHNSON,274 - San Bernardino,San Bernardino,Closed,1.0,SingleFamilyResidence,0.1415,InlandValleys,1954.0,1356.0,1.0,San Bernardino,2.0,2025-03-10,2025-02-13,CA,False,1.0,One,6165.0,False,1.0,92411,6165.0
SanDiego,False,False,2025-03-03,995000.0,32.80461244,-117.21996857,2731 Figueroa Blvd,Residential,831.0,Real Broker,SAND-651677,Sarah,Messali,92109 - Pacific Beach,San Diego,Closed,2.0,SingleFamilyResidence,0.1667,SanDiego,1973.0,2731.0,2.0,San Diego,2.0,2025-03-03,2025-02-10,CA,False,1.0,One,7132.0,False,1.0,92109,7260.0
InlandValleys,False,False,2025-03-07,400000.0,34.117964,-117.315614,1380 W 10th Street,Residential,1350.0,Berkshire Hathaway HomeService,HD22568,Heidy,Carrera,274 - San Bernardino,San Bernardino,Closed,1.0,SingleFamilyResidence,0.1415,HighDesert,1956.0,1380.0,2.0,San Bernardino,2.0,2025-03-07,2025-02-12,CA,False,1.0,One,6165.0,False,1.0,92411,6165.0
Southland,True,True,2025-03-11,928000.0,34.437999,-118.546116,27215 Branbury Court,Residential,1802.0,Compass,F165106799,Kourosh,Kianijam,NBRG - Valencia Northbridge,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1829,Southland,1990.0,27215.0,2.0,Valencia,3.0,2025-03-11,2025-02-19,CA,True,1.0,One,7965.0,False,2.0,91354,7965.0
OrangeCounty,True,False,2025-03-14,885000.0,33.497543,-117.648913,27592 Avenida Larga,Residential,1736.0,StarFire Real Estate Corp.,SMCDALOR,Lorraine,McDaniel-Rausch,OR - Ortega/Orange County,Orange,Closed,2.0,SingleFamilyResidence,0.0463,OrangeCounty,1978.0,27592.0,2.0,San Juan Capistrano,3.0,2025-03-14,2025-02-21,CA,True,1.0,One,2015.0,False,2.0,92675,2015.0
ContraCosta,False,False,2025-03-04,680000.0,37.70601044,-122.10966968,16068 Gramercy Dr,Residential,1437.0,Wedgewood Homes Realty,CCBE-206542738,Gregory,French,Unknown,Alameda,Closed,1.0,SingleFamilyResidence,0.1233,BayEast,1950.0,16068.0,2.0,San Leandro,4.0,2025-03-04,2025-02-27,CA,True,2.0,Two,5373.0,False,1.0,94578,5373.0
NorthSanDiegoCounty,True,False,2025-03-21,600000.0,33.174008,-117.22142,1860 Watson Way,Residential,1559.0,Berkshire Hathaway HomeService,108911,Margaret,Licosati,92083 - Vista,San Diego,Closed,4.0,SingleFamilyResidence,0.4264,NorthSanDiegoCounty,1952.0,1860.0,1.0,Vista,3.0,2025-03-21,2025-02-18,CA,True,1.0,One,18572.0,False,0.0,92083,18572.0
NorthSanDiegoCounty,True,False,2025-03-25,1065000.0,33.199158000000004,-117.220203,1818 Alta Vista Drive,Residential,1617.0,Pabalyn Properties,121948,Rosie,Chiurlia,92084 - Vista,San Diego,Closed,16.0,SingleFamilyResidence,0.52,NorthSanDiegoCounty,1976.0,1818.0,2.0,Vista,3.0,2025-03-25,2025-02-21,CA,True,1.0,One,0.52,False,2.0,92084,22651.2
PacificSouthwest,True,False,2025-03-20,1017000.0,32.656458,-117.030716,909 Buckaroo Ln,Residential,1755.0,"eXp Realty of California, Inc.",SAND-705652,Mindy,Larson,91902 - Bonita,San Diego,Closed,4.0,SingleFamilyResidence,0.2069,SanDiego,1975.0,909.0,2.0,Bonita,4.0,2025-03-20,2025-02-17,CA,True,1.0,One,9012.0,False,2.0,91902,9012.0
PacificWest,True,False,2025-03-04,1180000.0,33.92618,-117.885967,555 Cashew Avenue,Residential,1599.0,Century 21 Union Realty,SSOCHLAU,Laura,Zinniger,699 - Not Defined,Orange,Closed,4.0,SingleFamilyResidence,0.1433,SouthBay,1966.0,555.0,2.0,Brea,4.0,2025-03-04,2025-02-11,CA,True,2.0,Two,6240.0,False,2.0,92821,6240.0
SouthBay,True,False,2025-03-18,1103000.0,33.907493,-118.36892,5152 W 137th Street,Residential,1126.0,Estate Properties,SFISHCHA,Charles,Fisher,107 - Holly Glen/Del Aire,Los Angeles,Closed,6.0,SingleFamilyResidence,0.1214,SouthBay,1951.0,5152.0,2.0,Hawthorne,3.0,2025-03-18,2025-02-19,CA,False,1.0,One,5289.0,False,2.0,90250,5289.0
Burbank,False,False,2025-03-27,700000.0,34.247534,-118.285671,7071 Shadygrove Street,Residential,973.0,JohnHart Real Estate,GD165116071,Henrik,Zarookian,659 - Sunland/Tujunga,Los Angeles,Closed,0.0,SingleFamilyResidence,0.0861,Glendale,1955.0,7071.0,1.0,Tujunga,2.0,2025-03-27,2025-03-07,CA,False,1.0,One,3750.0,False,0.0,91042,3750.0
BayEast,False,False,2025-03-25,710000.0,37.69516499,-122.13988056,391 Anza Way,Residential,1078.0,Bay East AOR,CCBE-206599999,OUT OF AREA,NON MEMBER,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.117,BayEast,1954.0,391.0,1.0,San Leandro,3.0,2025-03-25,2025-03-02,CA,True,1.0,One,5096.0,False,2.0,94578,5096.0
CaliforniaDesert,True,False,2025-03-10,545000.0,33.730474,-116.734439,53150 Double View Drive,Residential,888.0,Robin Oates Real Estate Inc,CDAR-D70682,Robin,Oates,222 - Idyllwild,Riverside,Closed,2.0,SingleFamilyResidence,0.41,CaliforniaDesert,1962.0,53150.0,1.0,Idyllwild,2.0,2025-03-10,2025-03-08,CA,True,1.0,One,17859.0,False,0.0,92549,17859.0
InlandValleys,True,False,2025-03-06,850000.0,34.00845,-117.469765,8552 Red Mesa Drive,Residential,1812.0,Executive Bankers Realty,YRAMISUS,Susana,Godinez,251 - Jurupa Valley,Riverside,Closed,3.0,SingleFamilyResidence,0.46,Downey,1986.0,8552.0,2.0,Jurupa Valley,4.0,2025-03-06,2025-02-11,CA,True,1.0,One,20038.0,False,3.0,92509,20038.0
PacificWest,False,False,2025-03-31,1200000.0,33.737143,-117.927371,734 S Toland Street,Residential,1613.0,Superior Real Estate Group,PWNGUYDUN,Dung,Nguyen,"68 - N of Heil, S of Blsa, E of Brookhrst, W of Ha",Orange,Closed,6.0,SingleFamilyResidence,0.157,PacificWest,1964.0,734.0,2.0,Santa Ana,3.0,2025-03-31,2025-02-28,CA,True,1.0,One,6841.0,False,2.0,92704,6841.0
Southland,True,False,2025-03-28,430000.0,34.66533,-118.162262,1718 W Avenue K10,Residential,1134.0,Century 21 Yarrow & Associates,SR150531314,Jeannette,Perez,LAC - Lancaster,Los Angeles,Closed,2.0,SingleFamilyResidence,0.158,Southland,1985.0,1718.0,2.0,Lancaster,3.0,2025-03-28,2025-03-01,CA,True,1.0,One,6882.0,False,2.0,93534,6882.0
SouthwestRiversideCounty,False,False,2025-03-04,190000.0,33.932243,-116.904032,2466 Wilson,Residential,767.0,Vogler Feigen Realty,hmadaijo,Joe,Adair,263 - Banning/Beaumont/Cherry Valley,Riverside,Closed,2.0,SingleFamilyResidence,0.44,SouthwestRiversideCounty,1948.0,2466.0,1.0,Banning,2.0,2025-03-04,2025-02-14,CA,False,1.0,One,19166.0,False,2.0,92220,19166.0
BayEast,False,False,2025-03-03,718000.0,37.98102229,-122.00688781,1849 Clayton Way,Residential,1412.0,Keller Williams Realty,CCBE-159521619,Vincent,Rossi,Unknown,Contra Costa,Closed,4.0,SingleFamilyResidence,0.19,ContraCosta,1959.0,1849.0,2.0,Concord,3.0,2025-03-03,2025-02-14,CA,True,1.0,One,8276.0,False,2.0,94519,8276.0
Conejo,False,False,2025-03-17,1025000.0,34.192791,-118.916907,1815 Fox Springs Circle,Residential,1757.0,Re/Max Luxe,F207052192,Niloofar,Rahimi,TOW - Thousand Oaks West,Ventura,Closed,2.0,SingleFamilyResidence,0.155,Southland,1992.0,1815.0,2.0,Newbury Park,3.0,2025-03-17,2025-03-16,CA,True,1.0,One,6751.0,False,2.0,91320,6751.0
Southland,True,False,2025-03-04,208000.0,34.694343,-117.764652,44610 205th Street E,Residential,1440.0,Sunshine Realty & Associates,F150575327,Edwin,Estrada,LAC - Lancaster,Los Angeles,Closed,0.0,SingleFamilyResidence,2.5975,Southland,1979.0,44610.0,2.0,Lancaster,3.0,2025-03-04,2025-02-18,CA,False,1.0,One,113147.0,False,0.0,93535,113147.0
SouthwestRiversideCounty,False,False,2025-03-28,685990.0,33.811071000000005,-117.194363,2135 Imelda Court,Residential,2435.0,D R Horton America's Builder,SWXANTPEN,Penelope,Xanthakis,SRCAR - Southwest Riverside County,Riverside,Closed,4.0,SingleFamilyResidence,0.1848,SouthwestRiversideCounty,2025.0,2135.0,4.0,Perris,4.0,2025-03-28,2025-02-25,CA,False,2.0,Two,8048.0,True,2.0,92571,8048.0
SanLuisObispoCoastal,True,False,2025-03-19,1150000.0,34.748096999999994,-120.281495,13 Chamiso Drive,Residential,2714.0,Non Member Office,VCR-876700052,Non,Member,LALM - Los Alamos,Santa Barbara,Closed,2.0,SingleFamilyResidence,0.15,Conejo,2005.0,13.0,3.0,Los Alamos,4.0,2025-03-19,2025-03-01,CA,True,2.0,Two,6534.0,False,2.0,93440,6534.0
PacificSouthwest,False,False,2025-03-13,1814175.0,32.80904,-117.252072,1163 Sapphire Street,Residential,1198.0,"eXp Realty of California, Inc.",SAND-684474,Maxwell,Ventura,92109 - Pacific Beach,San Diego,Closed,2.0,SingleFamilyResidence,0.1538,SanDiego,1958.0,1163.0,2.0,San Diego,3.0,2025-03-13,2025-02-26,CA,False,1.0,One,6700.0,False,2.0,92109,6700.0
TheInlandGateway,True,True,2025-03-16,1400000.0,33.960035,-117.962193,440 Encanada Drive,Residential,3008.0,Century 21 Masters,KNOGAMON,Monica,Nogales,88 - La Habra Heights,Los Angeles,Closed,3.0,SingleFamilyResidence,1.2345,TheInlandGateway,1977.0,440.0,3.0,La Habra Heights,4.0,2025-03-16,2025-02-19,CA,False,1.0,One,53776.0,False,3.0,90631,53776.0
SanDiego,True,True,2025-03-04,3115000.0,32.92667029,-117.20237264,10672 Gracewood Place,Residential,3476.0,Pacific Sotheby's Int'l Realty,SAND-679992,Melissa,James,92130 - Carmel Valley,San Diego,Closed,5.0,SingleFamilyResidence,0.21,SanDiego,2001.0,10672.0,4.0,San Diego,5.0,2025-03-04,2025-02-12,CA,True,2.0,Two,9148.0,False,3.0,92130,9148.0
ContraCosta,True,False,2025-03-06,1260000.0,37.96153652,-122.08192186,136 Wiggins Ct,Residential,1844.0,Keller Williams Realty,CCBE-159520188,Lindsey,Little,Unknown,Contra Costa,Closed,2.0,SingleFamilyResidence,0.2342,ContraCosta,1963.0,136.0,3.0,Pleasant Hill,3.0,2025-03-06,2025-02-13,CA,True,2.0,Two,10200.0,False,2.0,94523,10200.0
Southland,False,False,2025-03-21,450000.0,34.698353999999995,-118.111073,1041 Landsford Street,Residential,1449.0,NONMEMBER MRML,nonmember,General,NONMEMBER,LAC - Lancaster,Los Angeles,Closed,2.0,SingleFamilyResidence,0.1639999999999999,Mrmls,1987.0,1041.0,2.0,Lancaster,3.0,2025-03-21,2025-02-14,CA,True,1.0,One,7145.0,False,2.0,93535,7145.0
HighDesert,True,False,2025-03-27,455000.0,34.510312,-117.291739,14266 Brentwood Drive,Residential,2051.0,CENTURY 21 Rose Realty,HD22347,Miriam,Velazquez Rodriguez,VIC - Victorville,San Bernardino,Closed,3.0,SingleFamilyResidence,0.3083,HighDesert,2005.0,14266.0,2.0,Victorville,4.0,2025-03-27,2025-02-13,CA,True,1.0,One,13430.0,False,3.0,92395,13430.0
BayEast,False,False,2025-03-10,1400000.0,37.71554662,-122.01978685,20935 Sherman Dr,Residential,1940.0,RE/MAX Accord,CCBE-159520649,Karen,Lin,Unknown,Alameda,Closed,2.0,SingleFamilyResidence,0.118,ContraCosta,1998.0,20935.0,3.0,Castro Valley,4.0,2025-03-10,2025-02-07,CA,True,2.0,Two,5138.0,False,2.0,94552,5138.0
InlandValleys,True,False,2025-03-28,690000.0,33.92615,-117.536579,3033 Hillside Avenue,Residential,1107.0,First Team Real Estate North Tustin,PWDANIEL,Daniel,DeForest,250 - Norco,Riverside,Closed,6.0,SingleFamilyResidence,0.16,PacificWest,1962.0,3033.0,2.0,Norco,3.0,2025-03-28,2025-03-01,CA,False,1.0,One,6970.0,False,2.0,92860,6970.0
CitrusValley,True,False,2025-03-21,710000.0,34.121790999999995,-117.678475,1604 Redwood Way,Residential,2294.0,KINGSTON REALTY,Ws81905,QIN,ZHOU,690 - Upland,San Bernardino,Closed,3.0,SingleFamilyResidence,0.2307,WestSanGabrielValley,1978.0,1604.0,3.0,Upland,4.0,2025-03-21,2025-02-24,CA,True,2.0,Two,10050.0,False,3.0,91784,10050.0
InlandValleys,True,False,2025-03-21,517500.0,34.092859000000004,-117.357889,449 S Pampas Avenue,Residential,1085.0,RE/MAX Alliance Group,NBLANNOE,Noe,Blanco,272 - Rialto,San Bernardino,Closed,2.0,SingleFamilyResidence,0.1609,Inglewood,1955.0,449.0,2.0,Rialto,3.0,2025-03-21,2025-02-20,CA,False,1.0,One,7007.0,False,2.0,92376,7007.0
Mlslistings,True,False,2025-03-20,1800000.0,37.23169463,-121.98185087,446 San Benito Avenue,Residential,684.0,Intero Real Estate Services,ML105595,Andy,Tse,699 - Not Defined,Santa Clara,Closed,0.0,SingleFamilyResidence,0.1653,Mlslistings,1905.0,446.0,1.0,Los Gatos,2.0,2025-03-20,2025-02-27,CA,False,1.0,Unknown,7200.0,False,0.0,95030,7200.0
NorthSanDiegoCounty,True,False,2025-03-13,835000.0,33.237797,-117.306539,4508 Morning Dove Way,Residential,1374.0,Pacific Sotheby's Int'l Realty,SAND-697304,Jennifer,Tormey,92057 - Oceanside,San Diego,Closed,2.0,SingleFamilyResidence,0.0736,SanDiego,1987.0,4508.0,3.0,Oceanside,3.0,2025-03-13,2025-02-10,CA,True,2.0,Two,3207.0,False,2.0,92057,3207.0
CaliforniaDesert,False,True,2025-03-31,620000.0,33.755107,-116.229546,82266 Padova Drive,Residential,2097.0,Bennion Deville Homes,CDAR-D74565,Ryan,Manos,309 - Indio North of East Valley,Riverside,Closed,3.0,SingleFamilyResidence,0.2,CaliforniaDesert,2006.0,82266.0,2.0,Indio,4.0,2025-03-31,2025-03-13,CA,True,1.0,One,8712.0,False,3.0,92203,8712.0
