MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,4.0,1.02,44431.2,44431.2,Deleon Realty,Unknown,ML489312,37.0,37 Valley Road,Atherton,1998.0,False,DeLeon Team,4920.0,37.42527805,-122.22862942,Mlslistings,5.0,7005000.0,2025-08-18,Residential,Closed,4.0,SingleFamilyResidence,San Mateo,5.0,CA,2025-07-30,2025-08-18,94027
92056 - Oceanside,2.0,False,False,Two,False,PasadenaFoothills,2.0,0.3664,15960.0,15960.0,"HomeSmart, Evergreen Realty",Imelda,PF14441,2117.0,2117 Valley Rd,Oceanside,1978.0,False,Macklin,2248.0,33.192328,-117.324018,NorthSanDiegoCounty,3.0,1080000.0,2025-08-07,Residential,Closed,2.0,SingleFamilyResidence,San Diego,5.0,CA,2025-07-08,2025-08-07,92056
629 - Glendora,1.0,False,False,One,False,CitrusValley,2.0,0.2426,10566.0,10566.0,COMPASS,Jessica,CV36401,156.0,156 Pflueger Avenue,Glendora,1958.0,False,Cardenas,1452.0,34.137797,-117.84441499999998,CitrusValley,2.0,940000.0,2025-08-20,Residential,Closed,5.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-30,2025-08-20,91741
Unknown,1.0,False,False,One,False,BayEast,2.0,0.2531,11027.0,11027.0,Coldwell Banker Realty,Joe,CCBE-206508618,4533.0,4533 Santa Cruz Ct,Fremont,1962.0,False,Schembri,1587.0,37.55333374,-122.01463349,BayEast,2.0,1781000.0,2025-08-28,Residential,Closed,2.0,SingleFamilyResidence,Alameda,4.0,CA,2025-08-06,2025-08-28,94536
SRCAR - Southwest Riverside County,2.0,False,False,Two,False,SouthwestRiversideCounty,2.0,0.22,9583.0,9583.0,HomeSmart Realty West,Jeffrey,TCUMUJEF,42724.0,42724 Santa Suzanne Place,Temecula,1973.0,False,Comulada,2012.0,33.500422,-117.136409,SouthwestRiversideCounty,3.0,749000.0,2025-08-14,Residential,Closed,5.0,SingleFamilyResidence,Riverside,4.0,CA,2025-07-16,2025-08-14,92592
Unknown,2.0,False,False,Two,False,Mlslistings,2.0,0.0607,2643.0,2643.0,LPT Realty,Hector,BMLS-MLL5104169,745.0,745 Bluestone Dr,Stockton,2020.0,False,Ruiz Ramirez,1277.0,37.89777602,-121.29403075,Delta,3.0,435000.0,2025-08-05,Residential,Closed,4.0,SingleFamilyResidence,San Joaquin,3.0,CA,2025-07-16,2025-08-05,95206
251 - Jurupa Valley,1.0,False,False,One,False,CitrusValley,2.0,0.61,26572.0,26572.0,SB REAL ESTATE,Carlos,C10549,11220.0,11220 Puente Way,Jurupa Valley,1979.0,False,Barrera,1784.0,33.991645,-117.528042,CitrusValley,3.0,790000.0,2025-08-13,Residential,Closed,2.0,SingleFamilyResidence,Riverside,4.0,CA,2025-07-17,2025-08-13,91752
92075 - Solana Beach,2.0,False,False,Two,False,NorthSanDiegoCounty,2.0,0.1676,7298.0,7153.5,Berkshire Hathaway HomeService,Michael,SAND-121949,410.0,410 N Acacia Avenue,Solana Beach,1973.0,False,Jacobo,2132.0,32.99724947,-117.27422452,SanDiego,3.0,4700000.0,2025-08-04,Residential,Closed,3.0,SingleFamilyResidence,San Diego,4.0,CA,2025-07-12,2025-08-04,92075
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,1.0,0.1148,5000.0,5000.0,Compass,Brett,ML5079953,154.0,154 Bryant Street,Palo Alto,2011.0,False,Caviness,3135.0,37.44895228,-122.16689157,Mlslistings,4.0,5582000.0,2025-08-08,Residential,Closed,1.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-07-27,2025-08-08,94301
DC520 - Yucca Valley Southwest,1.0,False,False,One,False,InlandValleys,2.0,0.2893,12604.0,12604.0,NEXT Brokerage,GARY,IVBENNGAR,55273.0,55273 Homestead Way,Yucca Valley,1962.0,False,BENNETT,1087.0,34.114733,-116.458361,CaliforniaDesert,1.0,159000.0,2025-08-01,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,2.0,CA,2025-08-01,2025-08-01,92284
606 - Atwater,1.0,False,False,One,False,BeverlyHillsGreaterLa,0.0,0.1102,4800.0,4800.0,Compass,Megan,CLW-C127623,3223.0,3223 Hollydale Drive 3223,Los Angeles,1953.0,False,Wilson,1175.0,34.111447,-118.258165,OutOfAreaBoard,2.0,1350000.0,2025-08-06,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-07-16,2025-08-06,90039
274 - San Bernardino,1.0,False,False,One,False,Mrmls,3.0,0.2185,9516.0,9516.0,NONMEMBER MRML,General,NONMEMBER,5482.0,5482 Electric Avenue,San Bernardino,1963.0,False,NONMEMBER,1955.0,34.178992,-117.290084,TheInlandGateway,2.0,475000.0,2025-08-08,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-07-06,2025-08-08,92407
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1323,5762.0,5762.0,Real Brokerage Technologies,Jean,ML5103949,17920.0,17920 Stoney Creek Way,Morgan Hill,2015.0,False,Davila,1834.0,37.13655974,-121.66357395,Mlslistings,3.0,1450000.0,2025-08-04,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-07-22,2025-08-04,95037
QHL - Quartz Hill,2.0,False,False,Two,False,Mrmls,2.0,0.2249,9798.0,9798.0,Real Brokerage Technologies In,Doris,NONMEMBER,42534.0,42534 62nd Street W,Quartz Hill,1988.0,False,Mendoza,1932.0,34.655770000000004,-118.240344,Southland,2.0,540000.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-21,2025-08-20,93536
VC32 - Oxnard - Port Hueneme Beaches,1.0,False,False,MultiSplit,False,PasadenaFoothills,2.0,0.122,5316.0,5316.0,COMPASS,Jermayne,p15257,5000.0,5000 Terramar Way,Oxnard,2011.0,False,Shannon,2947.0,34.189429,-119.238297,VenturaCoastal,3.0,1464000.0,2025-08-05,Residential,Closed,2.0,SingleFamilyResidence,Ventura,3.0,CA,2025-07-18,2025-08-05,93035
91942 - La Mesa,1.0,False,False,One,False,PacificWest,2.0,0.4155,18100.0,18100.0,Alchemy Properties,Kim,PCASHKIM,6288.0,6288 Broadmoor Dr,La Mesa,1959.0,False,Gueche,2180.0,32.79315791,-116.99001509,SanDiego,3.0,1220000.0,2025-08-06,Residential,Closed,6.0,SingleFamilyResidence,San Diego,4.0,CA,2025-07-10,2025-08-06,91942
NHO - North Hollywood,1.0,False,False,One,False,Burbank,2.0,0.1327,5779.0,5779.0,Keller Williams Realty-Studio,Jion Bryan,BB42784,11138.0,11138 Welby Way,North Hollywood,1944.0,False,Galvez,784.0,34.192978000000004,-118.373329,Southland,1.0,777000.0,2025-08-19,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-07-31,2025-08-19,91606
ROCS - Rancho Cascades,1.0,False,False,One,False,TheInlandGateway,2.0,0.7933,34558.0,34558.0,ROA California Inc.,Yesenia,IGHUIZYES,15428.0,15428 Roxford Street,Rancho Cascades,1946.0,False,Huizar,1617.0,34.314536,-118.467121,Southland,3.0,1300000.0,2025-08-29,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-28,2025-08-29,91342
"33 - Lakewood Plaza, Rancho",1.0,False,False,One,False,PacificWest,2.0,0.1231,5362.0,5362.0,Coastal Oak Property Managemen,Matthew,PWMARTMAT,2729.0,2729 N Studebaker Road,Long Beach,1951.0,False,Martin,1210.0,33.806105,-118.099662,PacificWest,2.0,815500.0,2025-08-14,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-07-25,2025-08-14,90815
668 - Walnut,2.0,False,False,Two,False,Arcadia,2.0,0.1642,7153.0,7153.0,IRN Realty,Andy,AR40986,20158.0,20158 Barnard Avenue,Walnut,1964.0,False,Lee,1963.0,34.020817,-117.861974,TriCounties,3.0,1200000.0,2025-08-12,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,5.0,CA,2025-07-14,2025-08-12,91789
115 - North Gardena,1.0,False,False,One,False,PacificWest,2.0,0.1288,5609.0,5609.0,Realty Connection Group,Faruk,PWFARBHU,1908.0,1908 W 134th Place,Gardena,1956.0,False,Bhuiyan,1400.0,33.909601,-118.311746,TheInlandGateway,2.0,730000.0,2025-08-15,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-08-15,2025-08-15,90249
DO - Del Obispo,1.0,False,False,One,False,Southland,2.0,0.2121,9240.0,9240.0,Luxury Collective,Kristen,SR207072492,32772.0,32772 Shipside Dr,Dana Point,1976.0,False,Toole,1929.0,33.487012,-117.686489,OrangeCounty,2.0,1580000.0,2025-08-06,Residential,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-07-16,2025-08-06,92629
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.124,5400.0,5400.0,Real Brokerage Technologies,Sylvia,ML5103816,5755.0,5755 Cohasset Way,San Jose,1966.0,False,Montes de Oca,1785.0,37.24802019,-121.80986293,Mlslistings,2.0,1250000.0,2025-08-11,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-07-27,2025-08-11,95123
92126 - Mira Mesa,1.0,False,False,One,False,SanDiego,2.0,0.1404,6114.0,6114.0,"Harvest Realty Development, Inc.",Xiaoyang,SAND-706021,7583.0,7583 Windy Ridge Rd,San Diego,1992.0,False,Qu,1826.0,32.9284479,-117.15934382,SanDiego,2.0,1210000.0,2025-08-22,Residential,Closed,4.0,SingleFamilyResidence,San Diego,4.0,CA,2025-08-01,2025-08-22,92126
Unknown,1.0,False,False,Unknown,False,Unknown,1.0,0.0573,2495.0,2495.0,Unknown,Hoi Yin Fion,ML1602256,133.0,133 Holloway Avenue,San Francisco,1925.0,False,Yau,1296.0,37.72162962,-122.45469751,Mlslistings,1.0,965000.0,2025-08-12,Residential,Closed,1.0,SingleFamilyResidence,San Francisco,3.0,CA,2025-07-14,2025-08-12,94112
PLM - Palmdale,2.0,False,False,Two,False,Southland,2.0,0.2708,11796.0,11796.0,Coldwell Banker Hartwig,Randall,SR150576900,37338.0,37338 Salem Court,Palmdale,1986.0,False,Hughes,1452.0,34.560863,-118.101524,Southland,3.0,455000.0,2025-08-13,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-14,2025-08-13,93550
DC531 - Central East,1.0,False,False,One,False,OrangeCounty,2.0,1.53,66646.8,1.53,Summit Lending & Realty,Patrick,SCRAMPAT,8075.0,8075 Quail Trail,Yucca Valley,1981.0,False,Cramer,2539.0,34.105608000000004,-116.41671,JoshuaTreeGateway,3.0,695000.0,2025-08-21,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,5.0,CA,2025-07-20,2025-08-21,92284
Unknown,1.0,False,False,Unknown,False,Mlslistings,0.0,0.0573,2495.0,2495.0,Compass,Paul,ML5096544,137.0,137 Holloway Avenue,San Francisco,1904.0,False,Zinchik,1230.0,37.72162963,-122.45478388,Mlslistings,1.0,750000.0,2025-08-11,Residential,Closed,0.0,SingleFamilyResidence,San Francisco,3.0,CA,2025-07-14,2025-08-11,94112
646 - Pasadena (NE),1.0,False,False,One,False,BeverlyHillsGreaterLa,1.0,0.1544,6725.0,6725.0,Carolwood Estates,George James,CLW-X60364,2030.0,2030 Jefferson Drive,Pasadena,1926.0,False,Ghiz,1276.0,34.169872,-118.108597,Arcadia,2.0,1310000.0,2025-08-29,Residential,Closed,1.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-08-05,2025-08-29,91104
92057 - Oceanside,2.0,False,False,Two,False,SanDiego,3.0,0.1676,7298.0,7153.5,"Pacific Palace Realty, Inc.",Laura,SAND-693132,5155.0,5155 Via Mindanao,Oceanside,1991.0,False,Valente,2657.0,33.26901104,-117.30433141,SanDiego,3.0,995000.0,2025-08-27,Residential,Closed,7.0,SingleFamilyResidence,San Diego,4.0,CA,2025-08-13,2025-08-27,92057
92056 - Oceanside,1.0,False,False,One,False,NorthSanDiegoCounty,2.0,0.0,0.16,0.16,ROA California Inc.,Xochitl,107657,4110.0,4110 Lewis Street,Oceanside,1965.0,False,Jimenez,1108.0,33.195953,-117.287304,NorthSanDiegoCounty,2.0,730000.0,2025-08-05,Residential,Closed,5.0,SingleFamilyResidence,San Diego,3.0,CA,2025-07-11,2025-08-05,92056
92114 - Encanto,1.0,False,False,MultiSplit,False,SanDiego,2.0,0.14,6100.0,6100.0,"eXp Realty of Southern California, Inc.",Viet,SAND-672616,5122.0,5122 Coban Street,San Diego,1953.0,False,Tran,2666.0,32.696132,-117.084207,PacificSouthwest,4.0,955000.0,2025-08-11,Residential,Closed,2.0,SingleFamilyResidence,San Diego,5.0,CA,2025-07-08,2025-08-11,92114
92037 - La Jolla,1.0,False,False,One,False,SanDiego,3.0,0.4844,21101.0,21101.0,Berkshire Hathaway HomeServices California Properties,Steven,SAND-604977,5931.0,5931 Citadel CIR,La Jolla,1975.0,False,Cairncross,4554.0,32.82382408,-117.25592358,SanDiego,6.0,5300000.0,2025-08-05,Residential,Closed,6.0,SingleFamilyResidence,San Diego,5.0,CA,2025-07-08,2025-08-05,92037
SRCAR - Southwest Riverside County,1.0,False,False,One,False,PacificWest,2.0,0.14,6098.0,6098.0,Century 21 Allstars,Julie,PJULIEL,2755.0,2755 Cambridge Avenue,Hemet,1994.0,False,Lopez,1281.0,33.731487,-117.001318,SouthwestRiversideCounty,2.0,392980.0,2025-08-21,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-07-10,2025-08-21,92545
MD636 - Madera 93636,1.0,False,False,One,False,Mrmls,2.0,0.13,5662.0,5662.0,NONMEMBER MRML,General,NONMEMBER,511.0,511 Timberline Way S,Madera,2020.0,False,NONMEMBER,1576.0,36.961336,-120.060718,Fresno,2.0,465000.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Madera,3.0,CA,2025-07-28,2025-08-20,93636
HSP - Hesperia,1.0,False,False,One,False,Downey,3.0,0.4362,19000.0,19000.0,Century 21 LOTUS,Victor,DWGUTIVI,7325.0,7325 Windsor Avenue,Hesperia,1986.0,False,Gutierrez,2061.0,34.384227,-117.268968,Southland,2.0,499990.0,2025-08-18,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-07-21,2025-08-18,92345
LCCOB - Cobb,1.0,False,False,One,False,LakeCounty,0.0,0.18,7841.0,7841.0,Hidden Valley Lake Realty,Julianne,LCjulianne,16520.0,16520 Schwartz Road,Cobb,1984.0,False,Schisler,1072.0,38.821606,-122.721643,LakeCounty,1.0,299000.0,2025-08-29,Residential,Closed,0.0,SingleFamilyResidence,Lake,2.0,CA,2025-07-28,2025-08-29,95426
92128 - Rancho Bernardo,2.0,False,False,Two,False,SanDiego,2.0,0.1656,7213.0,7213.0,RE/MAX Connections,Jeff,SAND-624241,13583.0,13583 Scarsdale Way,San Diego,1993.0,False,Hans,1831.0,32.96721057,-117.07283119,SanDiego,3.0,1350000.0,2025-08-27,Residential,Closed,4.0,SingleFamilyResidence,San Diego,4.0,CA,2025-07-28,2025-08-27,92128
668 - Walnut,2.0,False,False,Two,False,CitrusValley,3.0,0.2086,9085.0,9085.0,KELLER WILLIAMS PREMIER PROPER,Nikolai,CV46502,19080.0,19080 Shakespeare Drive,Walnut,1987.0,False,Damian,2147.0,34.018313,-117.885787,WestSanGabrielValley,3.0,1075000.0,2025-08-14,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-15,2025-08-14,91789
289 - Big Bear Area,1.0,False,False,One,False,TheInlandGateway,2.0,0.4706,20501.0,20501.0,KELLER WILLIAMS BIG BEAR,DALLAS,EVBURKDAL,453.0,453 Sun Crest Court,Big Bear Lake,1992.0,False,BURK,2050.0,34.236629,-116.849029,PacificWest,2.0,685000.0,2025-08-13,Residential,Closed,7.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-07-13,2025-08-13,92315
92129 - Rancho Penasquitos,2.0,False,False,Two,False,SanDiego,2.0,0.16,6969.6,0.16,Redfin Corporation,Roseanne,SAND-667508,11052.0,11052 Madrigal Street,San Diego,1977.0,False,Martin,1884.0,32.992788,-117.090962,NorthSanDiegoCounty,2.0,1275000.0,2025-08-21,Residential,Closed,2.0,SingleFamilyResidence,San Diego,4.0,CA,2025-07-15,2025-08-21,92129
VIC - Victorville,1.0,False,False,One,False,CitrusValley,2.0,0.1854,8074.0,8074.0,eXp Realty of Southern California Inc,Joseph,CV43756,12956.0,12956 9th Avenue,Victorville,2021.0,False,Razo,1779.0,34.486132,-117.321471,InlandValleys,2.0,437000.0,2025-08-27,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-07-22,2025-08-27,92395
621 - El Sereno,1.0,False,False,One,False,PacificWest,1.0,0.1087,4737.0,4737.0,"James Martin Silva, Broker",James,PWSILJAM,4548.0,4548 Jade Street,Los Angeles,1929.0,False,Silva,1103.0,34.065304,-118.185435,Downey,2.0,895000.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-07-04,2025-08-20,90032
340 - Desert Hot Springs,1.0,False,False,One,False,CaliforniaDesert,2.0,0.2,8712.0,8712.0,"Ruben Magana Jr, Broker",Elizabeth,CDAR-D76350,9487.0,9487 Calle Del Diablo,Desert Hot Springs,1985.0,False,Robles,1545.0,33.979748,-116.507766,OrangeCounty,2.0,389900.0,2025-08-13,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-07-21,2025-08-13,92240
274 - San Bernardino,2.0,False,False,Two,False,CitrusValley,3.0,0.2698,11753.0,11753.0,Commercial Life Inc,Frank,CV48992,3296.0,3296 Greystone Road,San Bernardino,2007.0,False,Sanchez,3136.0,34.205901000000004,-117.362185,CitrusValley,3.0,825000.0,2025-08-08,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,6.0,CA,2025-07-23,2025-08-08,92407
307 - Sun City,1.0,False,False,One,False,CaliforniaDesert,2.0,0.12,5227.0,5227.0,KW Coachella Valley,Jelmberg,CDAR-D73325,78439.0,78439 Yucca Blossom Drive,Palm Desert,1993.0,False,Team,1548.0,33.778298,-116.293588,CaliforniaDesert,2.0,405000.0,2025-08-28,Residential,Closed,2.0,SingleFamilyResidence,Riverside,2.0,CA,2025-08-19,2025-08-28,92211
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.2278,9921.0,9921.0,Rise Homes,Joe,ML5080477,448.0,448 Felton Drive,Menlo Park,1937.0,False,Polyak,1750.0,37.46028237,-122.19037352,Mlslistings,4.0,2875000.0,2025-08-25,Residential,Closed,4.0,SingleFamilyResidence,San Mateo,3.0,CA,2025-08-02,2025-08-25,94025
268 - Redlands,1.0,False,False,One,False,TheInlandGateway,3.0,0.35,15246.0,15246.0,KELLER WILLIAMS REALTY,Jeff,EVKACKJEF,1647.0,1647 Naranjo Court,Redlands,2003.0,False,Kack,2260.0,34.072466,-117.143972,InlandValleys,3.0,880000.0,2025-08-06,Residential,Closed,3.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-07-16,2025-08-06,92374
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1843,8030.0,8030.0,eXp Realty of California Inc,Ned,ML5086523,6182.0,6182 Calle Del Conejo,San Jose,1972.0,False,Laugharn,2052.0,37.22701587,-121.88930248,Mlslistings,2.0,1855000.0,2025-08-26,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-08-04,2025-08-26,95120
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.26,11325.0,11325.0,Milestone Realty,Dana,ML5086033,1091.0,1091 Valley View Court,Los Altos,1984.0,False,Ford,2904.0,37.36143675,-122.10466353,Mlslistings,2.0,3800000.0,2025-08-25,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-07-27,2025-08-25,94024
SWR - Simi Wood Ranch,2.0,False,False,Two,False,Conejo,2.0,0.0343,1493.0,1493.0,"Pinnacle Estate Properties, Inc.",Deborah,VCR-C48115,598.0,598 Yarrow Drive,Simi Valley,1999.0,False,Gates,1493.0,34.229437,-118.803431,Conejo,3.0,792000.0,2025-08-27,Residential,Closed,2.0,SingleFamilyResidence,Ventura,3.0,CA,2025-08-14,2025-08-27,93065
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1377,6000.0,6000.0,Coldwell Banker Realty,Michael,ML306405,3846.0,3846 Shasta Drive,Santa Clara,1959.0,False,Talis,1991.0,37.33282087,-122.00295778,Mlslistings,3.0,2350000.0,2025-08-08,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-07-17,2025-08-08,95051
92129 - Rancho Penasquitos,1.0,False,False,One,False,NorthSanDiegoCounty,2.0,0.1398,6091.0,6091.0,Berkshire Hathaway HomeService,Janicke,106528,9120.0,9120 Oviedo,San Diego,1982.0,False,Swanson,1798.0,32.96833197,-117.13151254,SanDiego,2.0,1428800.0,2025-08-08,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-07-24,2025-08-08,92129
699 - Not Defined,1.0,False,False,One,False,Unknown,2.0,0.106,4617.0,4617.0,Unknown,Grace,ML3463933,33.0,33 Asta Drive,La Selva Beach,1961.0,False,DaSilva,1124.0,36.93954197,-121.86043182,Mlslistings,1.0,1225000.0,2025-08-12,Residential,Closed,2.0,SingleFamilyResidence,Santa Cruz,2.0,CA,2025-07-15,2025-08-12,95076
92082 - Valley Center,1.0,False,False,One,False,SouthwestRiversideCounty,4.0,41.64,1813838.0,1813838.0,Mogul Real Estate,Mckayla,SWROARMCK,23676.0,23676 Old Manzanita Road,Valley Center,1990.0,False,Roary,6010.0,33.140804,-116.972445,OrangeCounty,5.0,1549900.0,2025-08-28,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-08-06,2025-08-28,92082
M3 - La Mirada,2.0,False,False,Two,False,OrangeCounty,2.0,0.1683,7330.0,7330.0,CENTURY 21 Affiliated,Bryan,OCFELTBRY,12025.0,12025 Goldendale Dr,La Mirada,1956.0,False,Feltman,2281.0,33.920677000000005,-118.016186,Downey,3.0,1100000.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-07-19,2025-08-20,90638
699 - Not Defined,1.0,False,False,One,False,OrangeCounty,2.0,0.1492,6500.0,6500.0,eXp Realty of California Inc,Nguyen,OCNGUYNGU,7541.0,7541 Benton Avenue,Westminster,1965.0,False,Nguyen,1730.0,33.770888,-117.997881,PacificWest,3.0,875000.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Orange,5.0,CA,2025-07-18,2025-08-20,92683
92037 - La Jolla,1.0,False,False,One,False,PacificWest,2.0,0.1997,8700.0,8700.0,Seven Gables Real Estate,Bryan,SAND-PWZEEBRY,5632.0,5632 Ladybird Lane,La Jolla,1960.0,False,Van Zee,2433.0,32.81672906,-117.26063807,SanDiego,4.0,3650000.0,2025-08-18,Residential,Closed,6.0,SingleFamilyResidence,San Diego,4.0,CA,2025-07-21,2025-08-18,92037
VC41 - Camarillo Central,1.0,False,False,One,False,Unknown,2.0,0.16,6969.0,6969.0,Unknown Agency,Luis,SAND-VCR-421860,1543.0,1543 Mobil Avenue,Camarillo,1969.0,False,Robledo,1242.0,34.2331,-119.043149,VenturaCoastal,2.0,640000.0,2025-08-14,Residential,Closed,2.0,SingleFamilyResidence,Ventura,3.0,CA,2025-07-28,2025-08-14,93010
284 - Mentone,1.0,False,False,One,False,TheInlandGateway,0.0,1.1081,48269.0,48269.0,CALDWELL & TAYLOR REALTY,ANTHONY,EVTAYLANT,2219.0,2219 Mentone Boulevard,Mentone,1954.0,False,TAYLOR,1813.0,34.070137,-117.111119,TheInlandGateway,2.0,555000.0,2025-08-08,Residential,Closed,14.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-07-16,2025-08-08,92359
ATSC - Atascadero,1.0,False,False,One,False,SanLuisObispoCoastal,0.0,0.4435,19320.0,19320.0,Christie's International Real Estate Sereno,Chloe,SC02209430,4095.0,4095 Dolores Avenue,Atascadero,1960.0,False,Gannage,1512.0,35.505564,-120.680266,NorthSanLuisObispo,3.0,799000.0,2025-08-01,Residential,Closed,0.0,SingleFamilyResidence,San Luis Obispo,4.0,CA,2025-07-08,2025-08-01,93422
92065 - Ramona,1.0,False,False,One,False,SanDiego,2.0,0.57,24829.2,0.57,Mission Realty Group,James,SAND-662152,2236.0,2236 Toub Street,Ramona,1970.0,False,Buksa,1250.0,33.031445,-116.89155900000002,NorthSanDiegoCounty,2.0,730000.0,2025-08-19,Residential,Closed,2.0,SingleFamilyResidence,San Diego,3.0,CA,2025-07-10,2025-08-19,92065
GH - Granada Hills,1.0,False,False,One,False,Southland,2.0,0.3239,14108.0,14108.0,eXp Realty of California Inc,Rodrigo,F207058644,12142.0,12142 Gerald Avenue,Granada Hills,1961.0,False,Suerte Felipe,2622.0,34.290916,-118.491481,Southland,3.0,1295000.0,2025-08-26,Residential,Closed,6.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-07-18,2025-08-26,91344
682 - Chino Hills,2.0,False,False,Two,False,CitrusValley,2.0,0.1111,4841.0,4841.0,HELP-U-SELL PRESTIGE PROP'S,Patrick,C92469,4441.0,4441 Foxrun Drive,Chino Hills,1998.0,False,Wood,1630.0,33.955407,-117.707825,PacificWest,3.0,920000.0,2025-08-14,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-07-06,2025-08-14,91709
Unknown,2.0,False,False,Two,False,Mlslistings,2.0,0.1263,5501.0,5501.0,"eXp Realty of Northern California, Inc.",Nikki M.,CCBE-MLL5100137,3841.0,3841 Kamp Dr,Pleasanton,1988.0,False,Langendorf,1802.0,37.68734556,-121.86837473,BayEast,3.0,1630000.0,2025-08-20,Residential,Closed,2.0,SingleFamilyResidence,Alameda,4.0,CA,2025-08-01,2025-08-20,94588
TTON - Templeton,2.0,False,False,Two,False,SanLuisObispoCoastal,2.0,0.1594,6944.0,6944.0,Richardson Sotheby's International Realty,Annemarie,SC01844530,1150.0,1150 Megan Court,Templeton,2002.0,False,Brast,2460.0,35.551236,-120.720364,SanLuisObispoCoastal,3.0,845000.0,2025-08-04,Residential,Closed,2.0,SingleFamilyResidence,San Luis Obispo,4.0,CA,2025-07-07,2025-08-04,93465
Unknown,1.0,False,False,One,False,BayEast,2.0,0.1716,7475.0,7475.0,eXp Realty of California,Richard,CCBE-206542226,168.0,168 Tamalpais Ave,Livermore,1984.0,False,Howard,1178.0,37.68876682,-121.80176285,BayEast,2.0,960000.0,2025-08-15,Residential,Closed,2.0,SingleFamilyResidence,Alameda,3.0,CA,2025-07-31,2025-08-15,94551
