MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
693 - Mt Baldy,2.0,False,False,Two,False,CitrusValley,2.0,0.1607,7000.0,7000.0,KALEO REAL ESTATE COMPANY,Susan,cv37482,7605.0,7605 Mt Baldy Road,Mt Baldy,1965.0,False,Dendiu,2210.0,34.249807000000004,-117.637996,PacificWest,3.0,980000.0,2025-06-23,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-06-06,2025-06-23,91759
699 - Not Defined,1.0,False,False,Unknown,False,Unknown,2.0,0.1959,8532.0,8532.0,Unknown,Hira,ML3330390,1284.0,1284 Mandarin Drive,Sunnyvale,1961.0,False,Bakhsh,1663.0,37.35288754,-122.05199598,Mlslistings,2.0,2850000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-06-12,2025-06-27,94087
Unknown,1.0,False,False,ThreeOrMore,False,Oroville,2.0,0.22,9583.0,9583.0,LPT Realty,Nathan,ORNCruz,1539.0,1539 Hammon Avenue,Oroville,1945.0,False,Cruz,2538.0,39.515317,-121.54255,Oroville,3.0,479000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Butte,4.0,CA,2025-06-09,2025-06-27,95966
699 - Not Defined,1.0,False,False,One,False,OrangeCounty,2.0,0.13,5663.0,5663.0,First Team Real Estate,Raymond,OCGUERRAY,30055.0,30055 MILANO,Temecula,1990.0,False,Guerrero,1272.0,33.536848,-117.133528,SouthwestRiversideCounty,2.0,650000.0,2025-06-27,Residential,Closed,4.0,SingleFamilyResidence,Riverside,3.0,CA,2025-06-10,2025-06-27,92591
WP - Westpark,1.0,False,False,One,False,OrangeCounty,2.0,0.062,2700.0,2700.0,Keller Williams Realty Irvine,Weihua,OCLIANVIK,12.0,12 Parthenia,Irvine,1994.0,False,Liang,1085.0,33.690047,-117.815233,OrangeCounty,2.0,1190000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-16,2025-06-30,92606
AV - Aliso Viejo,2.0,False,False,Two,False,Laguna,2.0,0.0689,3000.0,3000.0,Berkshire Hathaway HomeServices California Properties,Jennifer,LGHALBJEN,6.0,6 Firecrest Lane,Aliso Viejo,1989.0,False,Halbert,1393.0,33.593366,-117.74823,OrangeCounty,3.0,1250000.0,2025-06-10,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-06,2025-06-10,92656
83 - Fullerton,1.0,False,False,One,False,OrangeCounty,2.0,0.3003,13081.0,13081.0,Keller Williams Realty Irvine,Aaron,OCVILLAAR,500.0,500 Lakeside Drive,Fullerton,1956.0,False,Villarreal,2173.0,33.908079,-117.933751,OrangeCounty,3.0,1383000.0,2025-06-06,Residential,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-05-12,2025-06-06,92835
92019 - El Cajon,1.0,False,False,One,False,PacificSouthwest,1.0,0.14,6100.0,6100.0,Century 21 Affiliated,Cideer,810930,1271.0,1271 Bosworth St,El Cajon,1962.0,False,Saco,999.0,32.78962862,-116.93808441,SanDiego,1.0,665000.0,2025-06-24,Residential,Closed,2.0,SingleFamilyResidence,San Diego,3.0,CA,2025-06-06,2025-06-24,92019
Unknown,1.0,False,False,One,False,MercedCounty,3.0,0.1943,8464.0,8464.0,Realty Executives Of Northern California,Elizabeth,mcvaleel,3427.0,3427 Lago Court,Merced,1991.0,False,Valenzuela,1822.0,37.327568,-120.492756,MercedCounty,2.0,360000.0,2025-06-23,Residential,Closed,3.0,SingleFamilyResidence,Merced,4.0,CA,2025-06-12,2025-06-23,95348
92107 - Ocean Beach,1.0,False,False,One,False,SanDiego,2.0,0.0918,4000.0,4000.0,Coldwell Banker West,Catrina,SAND-613961,2222.0,2222 Bolinas St,San Diego,1954.0,False,Russell,768.0,32.74651423,-117.23690807,SanDiego,1.0,1212000.0,2025-06-20,Residential,Closed,4.0,SingleFamilyResidence,San Diego,2.0,CA,2025-06-07,2025-06-20,92107
Unknown,1.0,False,False,One,False,ContraCosta,1.0,0.1288,5612.0,5612.0,LPT Realty,Sean,CCBE-159525046,2141.0,2141 Lasalle St,Martinez,1942.0,False,Orman,930.0,38.01255162,-122.12205273,ContraCosta,1.0,550000.0,2025-06-06,Residential,Closed,1.0,SingleFamilyResidence,Contra Costa,2.0,CA,2025-06-06,2025-06-06,94553
VC41 - Camarillo Central,1.0,False,False,One,False,Conejo,2.0,0.18,7840.0,7840.0,Pinnacle Estate Properties,Robbie,VCR-C159094943,1525.0,1525 Anacapa Drive,Camarillo,1961.0,False,Starr,1466.0,34.232649,-119.044265,Conejo,2.0,800000.0,2025-06-06,Residential,Closed,2.0,SingleFamilyResidence,Ventura,4.0,CA,2025-06-06,2025-06-06,93010
92116 - Normal Heights,1.0,False,False,One,False,SanDiego,1.0,0.1928,8397.0,8397.0,Keller Williams La Jolla,Kristyna,SAND-695659,5218.0,5218 Marlborough Drive,San Diego,1930.0,False,Lukacova,1656.0,32.77236476,-117.10678729,SanDiego,2.0,1674000.0,2025-06-06,Residential,Closed,4.0,SingleFamilyResidence,San Diego,2.0,CA,2025-06-06,2025-06-06,92116
624 - Glendale-Chevy Chase/E. Glenoaks,1.0,False,False,One,False,Glendale,0.0,0.2615,11392.0,11392.0,Keller Williams R. E. Services,Pam,G165111479,1560.0,1560 Sheridan,Glendale,1957.0,False,Adame,2277.0,34.174238,-118.211907,Glendale,3.0,1560000.0,2025-06-24,Residential,Closed,0.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-06-13,2025-06-24,91206
Unknown,1.0,False,False,One,False,Mlslistings,2.0,0.2066,9000.0,9000.0,GAEA Realty,Diane,CCBE-MLL5104065,2662.0,2662 Tuliptree Ln,Santa Clara,1971.0,False,Wu,2285.0,37.33019925,-121.9706485,BayEast,3.0,2860000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-06-12,2025-06-30,95051
Unknown,1.0,False,False,One,False,Oakland,2.0,0.1855,8080.0,8080.0,Compass,Sheila,CCBE-R01933417,40.0,40 Wandel Dr,Moraga,1962.0,False,Johnson,1544.0,37.83073526,-122.12567599,ContraCosta,2.0,1610000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,3.0,CA,2025-06-18,2025-06-30,94556
ATSC - Atascadero,2.0,False,False,Two,False,NorthSanLuisObispo,1.0,0.4733,20616.0,20616.0,RE/MAX Parkside Real Estate,Nicole,NS02058210,5200.0,5200 Ardilla Avenue,Atascadero,1976.0,False,Moreland,1137.0,35.491066,-120.6792,NorthSanLuisObispo,2.0,620000.0,2025-06-26,Residential,Closed,1.0,SingleFamilyResidence,San Luis Obispo,2.0,CA,2025-06-14,2025-06-26,93422
RES - Reseda,1.0,False,False,One,False,OutOfAreaBoard,2.0,0.1645,7167.0,7167.0,"Beverly and Company, Inc.",Myriam P.,CLW-X78352,8008.0,8008 Aura Avenue,Reseda,1954.0,False,Wagner,1950.0,34.216,-118.554342,Southland,2.0,660000.0,2025-06-20,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-07,2025-06-20,91335
699 - Not Defined,1.0,False,False,Unknown,False,Unknown,2.0,0.1424,6201.0,6201.0,Unknown,Andrea,ML1486463,445.0,445 Biscayne Avenue,Foster City,1973.0,False,Ellery,2680.0,37.53788399,-122.27050405,Mlslistings,3.0,3218888.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,San Mateo,5.0,CA,2025-06-11,2025-06-30,94404
84 - Placentia,2.0,False,False,Two,False,PacificWest,2.0,0.1037,4515.0,4515.0,First Team Real Estate,Denise,PTASHDEN,1118.0,1118 Eckenrode Way,Placentia,1987.0,False,Tash,1664.0,33.880278999999994,-117.848784,PacificWest,3.0,900000.0,2025-06-09,Residential,Closed,4.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-18,2025-06-09,92870
"34 - Los Altos, X-100",1.0,False,False,One,False,PacificWest,1.0,0.133,5793.0,5793.0,RE/MAX College Park Realty,David,PWDOMDAV,5353.0,5353 Abbeyfield,Long Beach,1947.0,False,Dominguez,1044.0,33.792936,-118.129241,PacificWest,2.0,1100000.0,2025-06-06,Residential,Closed,1.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-06-06,2025-06-06,90815
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1475,6426.0,6426.0,KW Bay Area Estates,Jeet,ML5085091,6183.0,6183 Hancock Avenue,San Jose,1969.0,False,Dholakia,1926.0,37.23454211,-121.84308806,Mlslistings,2.0,1675000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-06-11,2025-06-30,95123
MN - Mission Viejo North,2.0,False,False,Two,False,OrangeCounty,2.0,3.9969,174104.0,174104.0,Anvil Real Estate,Alisa,OCBATEALI,21541.0,21541 Millbrook 147,Mission Viejo,1987.0,False,Bates,1570.0,33.649644,-117.63807,OrangeCounty,3.0,997000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-15,2025-06-30,92692
SRCAR - Southwest Riverside County,2.0,False,False,Two,False,NorthSanDiegoCounty,3.0,0.15,6534.0,6534.0,Century 21 Affiliated,Alma,107124,36061.0,36061 Arras Drive,Winchester,2004.0,False,Juarez-Garcia,3141.0,33.597143,-117.104026,SouthwestRiversideCounty,3.0,688000.0,2025-06-24,Residential,Closed,7.0,SingleFamilyResidence,Riverside,4.0,CA,2025-06-09,2025-06-24,92596
92020 - El Cajon,1.0,False,False,One,False,SanDiego,2.0,0.1699,7400.0,7200.0,Mr Agent RE,Edward,SAND-613044,1340.0,1340 Heron Ave,El Cajon,1959.0,False,Suleiman,1260.0,32.81121185,-116.98040258,SanDiego,2.0,555000.0,2025-06-26,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-06-16,2025-06-26,92020
AGOA - Agoura,2.0,False,False,Two,False,OutOfAreaBoard,2.0,0.2331,10152.0,10152.0,The Agency,Bailey,CLW-C115664,30063.0,30063 Torrepines Place,Agoura Hills,1985.0,False,Cunning,3121.0,34.15430300000001,-118.778327,BeverlyHillsGreaterLa,3.0,1900000.0,2025-06-06,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-06-06,2025-06-06,91301
647 - Pasadena (SW),2.0,False,False,Two,False,PasadenaFoothills,2.0,0.4922,21439.0,21439.0,The Agency,Rita,p320,490.0,490 La Loma Road,Pasadena,1967.0,False,Whitney,3001.0,34.13421,-118.160374,PasadenaFoothills,4.0,4445000.0,2025-06-06,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-06,2025-06-06,91105
Unknown,1.0,False,False,One,False,Mlslistings,0.0,0.0941,4100.0,4100.0,MLSListing,Anne,CCBE-MLL64892,712.0,712 Springs Rd,Vallejo,1934.0,False,Parks,1093.0,38.10632385,-122.23423534,ContraCosta,1.0,271000.0,2025-06-23,Residential,Closed,0.0,SingleFamilyResidence,Solano,2.0,CA,2025-06-12,2025-06-23,94590
C06 - Brentwood,1.0,False,False,One,False,OutOfAreaBoard,2.0,0.4868,21206.0,21206.0,Compass,Amy,CLW-X11375,4071.0,4071 Mandeville Canyon Road,Los Angeles,1959.0,False,Hollingsworth,2321.0,34.125739,-118.509047,BeverlyHillsGreaterLa,3.0,2367500.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-06-14,2025-06-26,90049
16 - Fountain Valley / Northeast HB,2.0,False,False,Two,False,PacificWest,3.0,0.1667,7260.0,7260.0,Redfin Corporation,Chris,PWDIAZCHR,17837.0,17837 San Rafael Street,Fountain Valley,1975.0,False,Diaz,2263.0,33.704002,-117.951693,OrangeCounty,4.0,1600000.0,2025-06-30,Residential,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-06-16,2025-06-30,92708
PHEL - Phelan,1.0,False,False,One,False,HighDesert,2.0,4.54,197762.0,197762.0,Coldwell Banker Home Source,Kyle,HD12517,10139.0,10139 Sonora Road,Phelan,1988.0,False,Zimbro,1848.0,34.432925,-117.511658,TheInlandGateway,2.0,241500.0,2025-06-23,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-06-08,2025-06-23,92371
NPMO - Nipomo,1.0,False,False,One,False,Unknown,3.0,1.0,43560.0,43560.0,Eighty20 Group,Josh,SC02249006,425.0,425 Tejas Place,Nipomo,1989.0,False,Donahue,1744.0,35.028391,-120.505731,PismoCoast,3.0,1019000.0,2025-06-19,Residential,Closed,3.0,SingleFamilyResidence,San Luis Obispo,3.0,CA,2025-06-09,2025-06-19,93444
92139 - Paradise Hills,1.0,False,False,One,False,PacificSouthwest,0.0,0.2365,10300.0,10300.0,Finest City Homes,Leslie,803909,6442.0,6442 Seascape Drive,San Diego,1960.0,False,Peraza,1875.0,32.675635,-117.051803,NorthSanDiegoCounty,2.0,720000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,San Diego,3.0,CA,2025-06-06,2025-06-27,92139
699 - Not Defined,1.0,False,False,One,False,OrangeCounty,2.0,0.1713,7460.0,7460.0,"Wynn Real Estate, Inc.",Nancy,SNGUYNA3,8871.0,8871 Swordfish Avenue,Fountain Valley,1969.0,False,Nguyen,1784.0,33.702923,-117.973951,PacificWest,2.0,1600000.0,2025-06-06,Residential,Closed,2.0,SingleFamilyResidence,Orange,5.0,CA,2025-05-16,2025-06-06,92708
SRCAR - Southwest Riverside County,2.0,False,False,Two,False,SouthwestRiversideCounty,3.0,0.2202,9592.0,9592.0,First Team Real Estate,Ana,SWJAMOANA,30973.0,30973 Hawkscrest Drive,Winchester,2021.0,False,Jamo,2428.0,33.689903,-117.120646,SouthwestRiversideCounty,4.0,659900.0,2025-06-27,Residential,Closed,6.0,SingleFamilyResidence,Riverside,4.0,CA,2025-06-10,2025-06-27,92596
MN - Mission Viejo North,2.0,False,False,Two,False,OrangeCounty,3.0,0.1515,6600.0,6600.0,American Realty Services,Maeve,OCCOURMAE,22315.0,22315 Butterfield,Mission Viejo,1989.0,False,Courtney,2884.0,33.638209,-117.63338,OrangeCounty,3.0,1750000.0,2025-06-05,Residential,Closed,3.0,SingleFamilyResidence,Orange,5.0,CA,2025-06-04,2025-06-05,92692
Unknown,1.0,False,False,One,False,Mrmls,2.0,0.05,2178.0,2178.0,"April Jones, broker",Barbara,NONMEMBER,22022.0,22022 Grove Circle,Red Bluff,1996.0,False,Dancel,1634.0,40.174945,-122.217843,SierraNorthValley,2.0,299500.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Tehama,2.0,CA,2025-06-17,2025-06-27,96080
92057 - Oceanside,1.0,False,False,One,False,SanDiego,1.0,0.0399,1736.0,1736.0,Keller Williams Realty,Darin,SAND-634156,4302.0,4302 Dowitcher Way,Oceanside,1983.0,False,Triolo,1092.0,33.224658000000005,-117.304048,NorthSanDiegoCounty,2.0,570000.0,2025-06-30,Residential,Closed,2.0,SingleFamilyResidence,San Diego,2.0,CA,2025-06-20,2025-06-30,92057
Unknown,2.0,False,False,Two,False,Unknown,3.0,0.1119,4875.0,4875.0,Skyline Properties,Eric,CCBE-MET165935,3077.0,3077 Delta Coves Dr,Bethel Island,2019.0,False,Nuttall,2265.0,38.01892375,-121.62759625,BayEast,3.0,971490.0,2025-06-16,Residential,Closed,3.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-06-09,2025-06-16,94511
"72 - Orange & Garden Grove, E of Harbor, N of 22 F",2.0,False,False,Two,False,PacificWest,2.0,0.2525,11000.0,11000.0,BHHS CA Properties,Erin,PLEVIERI,1195.0,1195 N Lincoln Street,Orange,1964.0,False,Denes,2601.0,33.808012,-117.837954,PacificWest,4.0,1075000.0,2025-06-16,Residential,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-06-05,2025-06-16,92867
252 - Riverside,1.0,False,False,One,False,InlandValleys,2.0,0.21,9148.0,9148.0,Tower Agency,JASON,ISPARJAS,3986.0,3986 Van Buren Boulevard,Riverside,1952.0,False,SPARKS,1075.0,33.923039,-117.449206,InlandValleys,1.0,295000.0,2025-06-09,Residential,Closed,2.0,SingleFamilyResidence,Riverside,2.0,CA,2025-05-30,2025-06-09,92503
VC31 - Oxnard - Northwest,2.0,False,False,Two,False,VenturaCoastal,2.0,0.13,5662.0,5662.0,Comfort Real Estate Services,Laura,vc211511107,2121.0,2121 Ironbark Drive,Oxnard,1974.0,False,Cordisco,2164.0,34.223692,-119.187353,VenturaCoastal,3.0,790000.0,2025-06-05,Residential,Closed,2.0,SingleFamilyResidence,Ventura,3.0,CA,2025-06-05,2025-06-05,93036
610 - Burbank,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.1514,6596.0,6596.0,Gragnani Real Estate,Chloe,CLW-C138938,230.0,230 S Lamer Street,Burbank,1941.0,False,Luna,1225.0,34.162498,-118.323854,BeverlyHillsGreaterLa,2.0,1300000.0,2025-06-25,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-06-10,2025-06-25,91506
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,0.0,0.087,3790.0,3790.0,eXp Realty of California Inc,David,ML5091280,900.0,900 35th Avenue,Santa Cruz,1915.0,False,Samples,1296.0,36.96491029,-121.97035456,Mlslistings,2.0,1268000.0,2025-06-27,Residential,Closed,0.0,SingleFamilyResidence,Santa Cruz,3.0,CA,2025-06-20,2025-06-27,95062
STUD - Studio City,1.0,False,False,One,False,PacificWest,2.0,0.1285,5598.0,5598.0,Century 21 Masters,David,PBELADAV,12700.0,12700 Sarah Street,Studio City,1952.0,False,Belasco,1521.0,34.153779,-118.409493,Burbank,2.0,1300000.0,2025-06-05,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-06-05,2025-06-05,91604
14 - South Huntington Beach,2.0,False,False,Two,False,OrangeCounty,2.0,0.1429,6225.0,6225.0,First Team Real Estate,Kathryn,SmartKat,10172.0,10172 Stonybrook Drive,Huntington Beach,1967.0,False,Martin,2283.0,33.667783,-117.950778,OrangeCounty,3.0,1400000.0,2025-06-23,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-05,2025-06-23,92646
17 - Northwest Huntington Beach,2.0,False,False,Two,False,Newport,2.0,0.1286,5600.0,5600.0,Coldwell Banker Realty,Vincent,NP60248,4021.0,4021 Ondine Circle,Huntington Beach,2019.0,False,Mungo,3607.0,33.720118,-118.058176,OrangeCounty,5.0,5900000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Orange,4.0,CA,2025-06-13,2025-06-27,92649
639 - Monrovia,1.0,False,False,One,False,PasadenaFoothills,2.0,0.1967,8567.0,8567.0,COMPASS,Lucy,p20505,212.0,212 Monroe Place,Monrovia,1936.0,False,Mao,985.0,34.155862,-118.00383,BeverlyHillsGreaterLa,1.0,1200000.0,2025-06-25,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-06-10,2025-06-25,91016
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1376,5995.0,5995.0,Intero  R E Services,Mariano,ML5067470,2776.0,2776 Cramer Circle,San Jose,1979.0,False,Peralta,1496.0,37.29887202,-121.84267414,Mlslistings,2.0,1100000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-06-13,2025-06-27,95111
CS - Corona Del Mar - Spyglass,1.0,False,False,One,False,Newport,3.0,0.2769,12060.0,12060.0,Berkshire Hathaway HomeService,Casey,NP60355,2727.0,2727 Island View Drive,Corona Del Mar,1968.0,False,O'Connor,2629.0,33.609406,-117.86576200000002,OrangeCounty,3.0,3900000.0,2025-06-04,Residential,Closed,3.0,SingleFamilyResidence,Orange,4.0,CA,2025-04-15,2025-06-04,92625
Unknown,2.0,False,False,Two,False,ContraCosta,2.0,0.1423,6200.0,6200.0,Affordable Living Realty,Marcin,CCBE-159503100,4637.0,4637 Imperial Street,Antioch,2008.0,False,Wojnakowski,3002.0,37.98591086,-121.75341354,ContraCosta,3.0,689000.0,2025-06-26,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-06-11,2025-06-26,94531
92116 - Normal Heights,1.0,False,False,One,False,SanDiego,1.0,0.1363,5939.0,5939.0,Keller Williams La Jolla,Catherine,SAND-612629,4847.0,4847 Hart Dr,San Diego,1939.0,False,Fagan,1798.0,32.76702366,-117.10139931,SanDiego,2.0,1550000.0,2025-06-05,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-06-05,2025-06-05,92116
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1377,6000.0,6000.0,Compass,Andrew,ML5067460,1201.0,1201 Bernal Avenue,Burlingame,1923.0,False,Benson,1730.0,37.58065775,-122.36950475,Mlslistings,2.0,2900000.0,2025-06-26,Residential,Closed,4.0,SingleFamilyResidence,San Mateo,3.0,CA,2025-06-12,2025-06-26,94010
C15 - Pacific Palisades,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.2287,9964.0,9964.0,Compass,Alexandra,CLW-X85418,17181.0,17181 Avenida De La Herradura,Pacific Palisades,1976.0,False,Brew,1908.0,34.077313000000004,-118.5596,BeverlyHillsGreaterLa,2.0,1901000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-06-16,2025-06-27,90272
RC - Artesia,1.0,False,False,One,False,OrangeCounty,1.0,0.1083,4716.0,4716.0,Redfin,Erica,OCTANGERI,11621.0,11621 186th Street,Artesia,1954.0,False,Tang,798.0,33.863053,-118.085277,OrangeCounty,1.0,750000.0,2025-06-23,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-06-10,2025-06-23,90701
92126 - Mira Mesa,1.0,False,False,One,False,SanDiego,2.0,0.1194,5200.0,5200.0,"Kim T Vo, Broker",Nam,SAND-652691,7724.0,7724 Bendigo Rd,San Diego,1973.0,False,Pham,1134.0,32.91264735,-117.15557823,SanDiego,2.0,920000.0,2025-06-20,Residential,Closed,4.0,SingleFamilyResidence,San Diego,3.0,CA,2025-06-10,2025-06-20,92126
252 - Riverside,1.0,False,False,One,False,TheInlandGateway,1.0,0.21,9148.0,9148.0,eXp Realty of Southern California,Hector,IGHERRHEC,4172.0,4172 Edgewood Place,Riverside,1922.0,False,Herrera,1226.0,33.96457,-117.395459,InlandValleys,2.0,612500.0,2025-06-20,Residential,Closed,1.0,SingleFamilyResidence,Riverside,3.0,CA,2025-06-12,2025-06-20,92506
RCAR - Rancho Carrillo,2.0,False,False,Two,False,OrangeCounty,6.0,3.28,142877.0,142877.0,Bullock Russell RE Services,Bobby,OCTHEOHAR,38705.0,38705 Aliso Rd,Ortega Mountain,1982.0,False,Theodossis,2650.0,33.55337100000001,-117.476103,OrangeCounty,3.0,2205000.0,2025-06-05,Residential,Closed,6.0,SingleFamilyResidence,Riverside,3.0,CA,2025-06-05,2025-06-05,92562
699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1598,6960.0,6960.0,Intero Real Estate Services,Todd,ML476231,4344.0,4344 Thousand Oaks Drive,San Jose,1973.0,False,Fernandes,1720.0,37.26618234,-121.87550847,Mlslistings,3.0,1500000.0,2025-06-05,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,3.0,CA,2025-06-05,2025-06-05,95136
Unknown,1.0,False,False,One,False,BayEast,2.0,0.1381,6014.0,6014.0,Re/Max Accord,Simon,CCBE-198008321,2108.0,2108 Dalton Way,Union City,1967.0,False,Kiang,1463.0,37.59108341,-122.03035491,BayEast,2.0,1000000.0,2025-06-09,Residential,Closed,2.0,SingleFamilyResidence,Alameda,4.0,CA,2025-06-05,2025-06-09,94587
264 - Fontana,2.0,False,False,Two,False,TriCounties,2.0,0.0826,3600.0,3600.0,King Realty Group Inc,Jodi,hbohljod,15533.0,15533 Carrera Drive,Fontana,1990.0,False,Bohlander,1764.0,34.037293,-117.466323,WestSanGabrielValley,3.0,623000.0,2025-06-25,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-06-10,2025-06-25,92337
SE - San Clemente Southeast,1.0,False,False,One,False,OrangeCounty,2.0,0.1515,6600.0,6600.0,CENTURY 21 Affiliated,Brice,OCNEUBBRI,9.0,9 W Avenida Cornelio,San Clemente,1955.0,False,Neubauer,1247.0,33.415709,-117.602333,OrangeCounty,2.0,1400000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,Orange,2.0,CA,2025-06-07,2025-06-27,92672
92128 - Rancho Bernardo,1.0,False,False,One,False,SanDiego,1.0,0.1928,8400.0,8400.0,HomeSmart Realty West,James,SAND-630833,12118.0,12118 Obispo Rd,San Diego,1964.0,False,Farajzadeh,1510.0,33.01754145,-117.06860383,SanDiego,2.0,765000.0,2025-06-25,Residential,Closed,2.0,SingleFamilyResidence,San Diego,2.0,CA,2025-06-11,2025-06-25,92128
"62 - Garden Grove N of Chapman, W of Euclid",1.0,False,False,One,False,PacificWest,2.0,0.2673,11644.0,11644.0,eHomes,Hung,PWTRIHUN,11131.0,11131 Faye Avenue,Garden Grove,1955.0,False,Trinh,1310.0,33.80123,-117.951578,Downey,2.0,1010000.0,2025-06-03,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-04-08,2025-06-03,92840
92075 - Solana Beach,1.0,False,False,One,False,NorthSanDiegoCounty,2.0,0.163,7100.0,7100.0,Century 21 Affiliated,Doug,110527,730.0,730 W Solana Cir,Solana Beach,1970.0,False,Adams,1566.0,32.983677,-117.26636200000002,NorthSanDiegoCounty,2.0,2275000.0,2025-06-27,Residential,Closed,2.0,SingleFamilyResidence,San Diego,2.0,CA,2025-06-06,2025-06-27,92075
SRCAR - Southwest Riverside County,1.0,False,False,One,False,CitrusValley,2.0,0.24,10454.0,10454.0,All Gens Financial Services In,Lasisi,CV33257,29070.0,29070 Avenida De Las Flores,Menifee,1986.0,False,Azeez,1757.0,33.698409000000005,-117.236731,SouthwestRiversideCounty,2.0,395000.0,2025-06-04,Residential,Closed,2.0,SingleFamilyResidence,Riverside,4.0,CA,2025-06-03,2025-06-04,92587
"72 - Orange & Garden Grove, E of Harbor, N of 22 F",1.0,False,False,One,False,OrangeCounty,2.0,0.0525,2285.0,2285.0,Realty One Group West,Kathleen,STRANKA1,2993.0,2993 N Cottonwood Street 10,Orange,1974.0,False,Tran,1148.0,33.839232,-117.848357,OrangeCounty,2.0,769500.0,2025-06-24,Residential,Closed,2.0,SingleFamilyResidence,Orange,3.0,CA,2025-06-10,2025-06-24,92865
MH - Marblehead,2.0,False,False,Two,False,OrangeCounty,3.0,0.1154,5025.0,5025.0,Compass,Helena,SCARDHEL,2210.0,2210 Calle Opalo,San Clemente,1992.0,False,Noonan,2332.0,33.448203,-117.622826,OrangeCounty,3.0,1625000.0,2025-06-04,Residential,Closed,3.0,SingleFamilyResidence,Orange,3.0,CA,2025-05-19,2025-06-04,92673
